PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
RESULT_TYPE,,,,,,,STRING,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,STRING
RESULT_DESCR,,,,,,,Type of compound activity based on both the GR agonist mode screen and the auto fluorescence counter screens.,Type of compound activity in the ratio readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the ratio readout of the GR agonist mode screen.,Percent activation in the ratio readout of the GR agonist mode screen.,Type of compound activity in the 530 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 530 nm readout of the GR agonist mode screen.,Percent activation in the 530 nm readout of the GR agonist mode screen.,Type of compound activity in the 460 nm readout of the GR agonist mode screen.,The concentration of sample yielding half-maximal activation in the 460 nm readout of the GR agonist mode screen.,Percent activation in the 460 nm readout of the GR agonist mode screen.,Type of compound activity in the auto fluorescence counter screens.,Where sample was obtained.
RESULT_UNIT,,,,,,,NONE,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,
242,144203793,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
243,144203794,4781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NCI
244,144203795,6603149,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
245,144203796,4850,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
246,144203797,4913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
247,144203798,4938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
248,144203799,5795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
249,144203800,5702242,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
250,144203801,3001055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
251,144203802,5074,Inconclusive,5,,,inconclusive,active agonist,26.2134,34.5607,active antagonist,28.3046,-59.4696,inactive,,0,inactive,SigmaAldrich
252,144203803,5070,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,10.0846,-29.2708,inactive,BIOMOL
253,144203804,5073,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
254,144203805,68712,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
255,144203806,54900,Inconclusive,5,,,inconclusive,active agonist,26.2134,38.4949,active antagonist,28.3046,-69.9065,active antagonist,23.3627,-38.3162,inactive,SigmaAldrich
256,144203807,5095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
257,144203808,445154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
258,144203809,56959,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
259,144203810,37542,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
260,144203811,5268,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
261,144203812,5253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
262,144203813,5335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
263,144203814,131746,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
264,144203815,72124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
265,144203816,5233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
266,144203817,2083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
267,144203818,8515,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,fluorescent,SigmaAldrich
268,144203819,5154,Inconclusive,20,,,active antagonist,active antagonist,,-13.5316,inconclusive antagonist,7.30221,-32.5262,active antagonist,5.05429,-32.6322,inactive,"Prestwick Chemical, Inc."
269,144203820,5265,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
270,144203821,1548887,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
271,144203822,3448,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
272,144203823,656665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
273,144203824,24871267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
274,144203825,5387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
275,144203826,5426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
276,144203827,5702214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
277,144203828,1123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
278,144203829,5454,Inactive,0,,,inactive,inactive,,0,active agonist,13.9742,49.0972,inactive,,0,inactive,Timtec
279,144203830,5505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
280,144203831,3117,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
281,144203832,5503,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,BIOMOL
282,144203833,5610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
283,144203834,5546,Inconclusive,30,,,inconclusive agonist (fluorescent),active agonist,23.0141,24.5461,inactive,,0,active agonist,21.3138,67.3825,fluorescent,SigmaAldrich
284,144203835,5429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
285,144203836,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
286,144203837,62935,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
287,144203838,2052,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
288,144203839,2061,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
289,144203840,1359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
290,144203841,8695,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
291,144203842,5578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
292,144203843,54840,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
293,144203844,671690,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
294,144203845,5452,Inconclusive,5,,,inconclusive,active agonist,26.8325,61.8421,active antagonist,27.8822,-77.932,active antagonist,27.8822,-48.0386,inactive,BIOMOL
295,144203846,5405,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SigmaAldrich
296,144203847,5405,Inconclusive,5,,,inconclusive,active agonist,28.973,32.0059,active antagonist,27.8822,-75.9328,active antagonist,25.8222,-49.29,inactive,BIOMOL
297,144203848,5593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
298,144203849,5639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
299,144203850,2435,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
300,144203851,2520,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,26.8325,-35.309,inactive,BIOMOL
301,144203852,5665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
302,144203853,2998,Active,40,,,active agonist,active agonist,,15.0597,inactive,,0,active agonist,24.85,36.6283,inactive,SigmaAldrich
303,144203854,5707,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
304,144203855,155774,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
305,144203856,5282386,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
306,144203857,135399235,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
307,144203858,5723,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-10.7498,inactive,,0,inactive,,0,inactive,SigmaAldrich
308,144203859,6100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
309,144203860,31195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
310,144203861,23663954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
311,144203862,71399,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
312,144203863,23681233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
313,144203864,60196260,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
314,144203865,11953895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
315,144203866,54670067,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
316,144203867,135445761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
317,144203868,5803,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
318,144203869,6419941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
319,144203870,5284486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
320,144203871,5883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
321,144203872,5892,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
322,144203873,3440,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
323,144203874,4174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
324,144203875,5905,Inconclusive,5,,,inconclusive,inconclusive agonist,,13.992,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
325,144203876,9552079,Inconclusive,5,,,inconclusive,active agonist,27.8822,28.5219,active antagonist,26.8325,-72.4867,active antagonist,24.85,-47.2236,inactive,SigmaAldrich
326,144203877,6708701,Inconclusive,5,,,inconclusive,inconclusive agonist,0.963848,20.6152,active antagonist,1.88658,-24.5276,inconclusive,,0,inactive,"Prestwick Chemical, Inc."
327,144203878,45105092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
328,144203879,4911,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
329,144203880,5324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
330,144203881,5995,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
331,144203882,5342,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
332,144203883,4993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
333,144203884,6009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
334,144203885,4055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,Microsource
335,144203886,3278,Inconclusive,5,,,inconclusive,inconclusive,,0,inconclusive antagonist,28.4224,-38.8652,inconclusive antagonist,28.4224,-30.633,inactive,NIEHS
336,144203887,3759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
337,144203888,938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
338,144203889,6047,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
339,144203890,6048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
340,144203891,60196261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
341,144203892,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
342,144203893,2206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
343,144203894,6093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
344,144203895,4044,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
345,144203896,2148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
346,144203897,6103,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,Microsource
347,144203898,4754,Inconclusive,5,,,inconclusive,inconclusive antagonist,,0,inconclusive agonist,,0,inactive,,0,inactive,SigmaAldrich
348,144203899,6114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
349,144203900,6126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
350,144203901,6135,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
351,144203902,5333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
352,144203903,2310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
353,144203904,54682468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
354,144203905,54686764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
355,144203906,54704426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
356,144203907,6166,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
357,144203908,54676038,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
358,144203909,5311498,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
359,144203910,6231,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
360,144203911,5215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
361,144203912,6234,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
362,144203913,3775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
363,144203914,5340,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,NIEHS
364,144203915,5775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,BIOMOL
365,144203916,2315,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
366,144203917,6307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
367,144203918,6461,Active,48,,,active agonist,active agonist,8.42705,77.5661,inconclusive antagonist,8.10977,-33.914,active agonist,8.75673,87.4168,inactive,"Prestwick Chemical, Inc."
368,144203919,4994,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
369,144203920,2732,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
370,144203921,3291,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
371,144203922,2955,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,SigmaAldrich
372,144203923,6634,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
373,144203924,5330,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
374,144203925,3828,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
375,144203926,4760,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
376,144203927,6741,Active,74,,,active agonist,active agonist,0.0376422,97.8433,active antagonist,0.0102096,-37.9016,active agonist,0.0473888,116.384,inactive,"Prestwick Chemical, Inc."
377,144203928,192197,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
378,144203929,667476,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
379,144203930,6769,Inconclusive,5,,,inconclusive,active agonist,,12.0802,active antagonist,11.4554,-24.7772,inactive,,0,inactive,"Prestwick Chemical, Inc."
380,144203931,4806,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
381,144203932,3025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
382,144203933,6839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
383,144203934,3292,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
384,144203935,4075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
385,144203936,5280567,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,1.71399,28.0458,fluorescent,"Prestwick Chemical, Inc."
386,144203937,644020,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
387,144203938,2343,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
388,144203939,3293,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive,NIEHS
389,144203940,3516,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
390,144203941,7172,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
391,144203942,2337,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
392,144203943,2482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,Microsource
393,144203944,7184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
394,144203945,3735,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
395,144203946,204,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
396,144203947,7638,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
397,144203948,1983,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
398,144203949,7699,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,"Prestwick Chemical, Inc."
