CID	Activity	MolecularWeight	HeavyAtomCount	RotatableBondCount	Complexity	XLogP	TPSA	HBondDonorCount	HBondAcceptorCount
133914	Inactive	514.700000	36	27	589.0	7.4	105.0	0	8
134018	Inactive	316.400000	22	5	448.0	3.9	111.0	1	6
134601	Inactive	294.300000	21	8	380.0	-2.700	119.0	3	6
134976	Inactive	222.240000	16	4	277.0	2.100	63.6	1	4
137601	Inactive	164.200000	12	3	146.0	3.400	37.3	1	2
137829	Inactive	128.210000	9	1	74.6	2.3	20.2	1	1
137994	Inactive	172.240000	12	0	159.0	0.9	24.5	1	2
138477	Inactive	146.150000	11	1	122.0	1.100	43.6	0	3
142752	Active antagonist	187.280000	13	8	126.0	3.400	49.3	2	2
146570	Inactive	324.400000	24	5	466.0	3.2	36.3	0	4
148121	Inactive	477.500000	35	10	809.0	-0.900	207.0	5	11
148124	Active antagonist	807.900000	58	13	1660.0	1.600	224.0	5	14
148177	Inactive	461.700000	31	20	454.0	8.3	58.6	0	4
148192	Inactive	704.900000	51	18	1110.0	5.6	171.0	5	9
149798	Inactive	149.190000	11	2	139.0	1.1	43.1	1	2
150311	Inactive	409.400000	30	6	567.0	4.0	60.8	2	5
151075	Inactive	254.280000	19	4	337.0	1.900	86.2	2	3
151166	Inactive	293.720000	20	4	342.0	4.200	49.3	2	4
151170	Inactive	343.400000	25	5	511.0	3.4	79.6	1	5
151173	Inactive	213.190000	15	2	328.0	-1.700	97.4	2	4
152946	Inactive	401.400000	29	4	727.0	0.6	82.1	2	8
152951	Inactive	508.600000	35	9	887.0	1.3	189.0	5	8
153909	Inactive	395.400000	27	6	639.0	1.2	149.0	1	9
153939	Inactive	300.310000	22	4	386.0	1.400	85.0	2	4
154059	Inactive	362.500000	27	3	525.0	4.0	32.8	0	3
154257	Active antagonist	470.600000	35	7	623.0	6.1	57.9	2	4
155143	Active antagonist	442.700000	32	10	724.0	8.000	43.4	0	3
155166	Inactive	643.600000	19	2	276.0	7.6	9.2	0	1
155774	Inactive	339.390000	24	8	358.0	-0.600	103.0	4	6
156391	Inactive	230.260000	17	3	277.0	3.300	46.5	1	3
157355	Inactive	344.310000	23	8	343.0	-5.2	201.0	9	11
157672	Inactive	162.230000	12	1	147.0	1.200	16.1	0	2
157922	Inactive	145.160000	10	5	133.0	-1.000	69.4	1	4
158794	Inactive	315.400000	23	9	336.0	-0.5	78.8	3	5
159055	Inactive	152.230000	11	0	217.0	2.2	17.1	0	1
159278	Inactive	300.300000	21	5	306.0	-0.600	120.0	5	7
159977	Inactive	297.350000	22	1	387.0	1.7	44.7	0	6
160024	Inactive	279.220000	20	1	485.0	-0.3	111.0	3	5
160138	Inactive	196.290000	14	2	228.0	1.5	40.5	2	2
160883	Inactive	360.500000	26	8	500.0	2.6	59.1	1	4
161929	Inactive	176.680000	11	4	135.0	3.8	17.1	0	1
162268	Inactive	236.390000	17	0	218.0	5.6	17.1	0	1
162461	Inactive	213.270000	16	3	201.0	3.8	21.3	1	2
163934	Inactive	170.250000	12	4	126.0	1.9	29.5	1	2
164072	Inactive	354.400000	26	5	524.0	3.0	68.7	0	5
164282	Inactive	480.700000	34	13	594.0	5.5	76.7	2	6
164333	Inactive	190.280000	13	7	118.0	1.0	38.7	1	3
164486	Inactive	247.210000	17	6	248.0	-1.800	134.0	3	7
164512	Inactive	418.500000	30	5	610.0	6.0	51.2	0	3
164739	Inactive	183.200000	13	2	165.0	-0.800	86.7	4	4
165580	Inactive	615.600000	42	9	870.0	-8.7	347.0	13	19
165675	Inactive	156.260000	11	1	120.0	3.0	20.2	1	1
165746	Inactive	184.270000	13	8	150.0	4.200	26.3	0	2
169132	Inactive	222.280000	16	3	352.0	4.5	58.9	0	4
169794	Inactive	630.900000	45	30	761.0	14.1	78.9	0	6
169870	Active antagonist	428.600000	31	7	797.0	5.700	60.4	0	4
170249	Inactive	152.620000	10	2	109.0	3.100	0.0	0	0
170327	Inactive	456.400000	31	10	539.0	7.7	28.2	1	3
170344	Inactive	322.360000	23	9	399.0	-1.200	107.0	3	6
170361	Inactive	211.260000	16	0	254.0	0.8	37.8	1	3
171018	Inactive	215.590000	14	2	240.0	2.500	72.1	0	4
171548	Inactive	244.310000	16	5	298.0	0.3	104.0	3	4
172537	Inactive	257.270000	17	4	389.0	0.300	109.0	2	5
172623	Inactive	186.230000	12	1	240.0	1.4	62.8	1	3
173604	Inactive	203.010000	10	1	129.0	2.2	17.1	0	2
174076	Inactive	111.170000	8	1	72.9	0.4	8.8	0	0
174174	Inactive	289.400000	21	5	353.0	1.800	49.8	1	4
174223	Inactive	320.400000	21	2	471.0	2.5	130.0	2	6
175468	Inactive	279.210000	15	11	149.0	5.000	37.3	1	2
175805	Inactive	274.400000	20	4	308.0	2.900	32.3	1	2
175854	Inactive	88.110000	6	2	34.8	-0.800	40.5	2	2
175967	Inactive	339.320000	23	3	627.0	0.7	140.0	0	7
176167	Active antagonist	515.600000	39	5	974.0	3.7	72.2	1	4
176870	Active agonist	393.400000	29	11	525.0	3.3	74.7	1	7
177355	Inactive	398.400000	27	7	731.0	2.000	143.0	1	8
179651	Active agonist	470.500000	34	1	1010.0	1.8	105.0	0	8
180559	Inactive	266.340000	19	8	263.0	0.200	84.6	3	4
181757	Inactive	329.500000	25	8	316.0	6.0	12.0	1	1
181818	Inactive	255.270000	19	3	376.0	1.9	59.3	1	3
182137	Inactive	237.720000	16	2	269.0	2.200	29.1	1	2
182951	Inactive	413.200000	26	8	480.0	4.8	62.6	0	8
185457	Inactive	367.400000	25	10	519.0	-0.1	167.0	4	7
189821	Active agonist	441.500000	32	4	996.0	2.0	102.0	1	7
192197	Active antagonist	270.400000	20	5	235.0	5.2	40.5	2	2
193260	Inactive	389.500000	27	3	688.0	-0.6	115.0	2	6
193943	Inactive	357.400000	26	3	544.0	2.3	75.6	2	5
193949	Inactive	348.400000	25	9	436.0	2.9	83.6	3	5
194699	Inactive	323.200000	21	6	323.0	4.1	43.4	0	3
197060	Inactive	310.400000	23	2	455.0	3.9	28.3	1	2
197835	Inactive	383.400000	28	3	601.0	2.7	66.5	0	7
197861	Inactive	195.300000	14	2	197.0	1.9	20.3	0	2
198695	Inactive	196.250000	14	1	247.0	0.000	49.4	1	2
198707	Inactive	285.300000	20	4	329.0	3.5	20.3	0	5
198752	Inactive	376.500000	28	6	479.0	4.9	32.3	1	3
205586	Inactive	162.230000	12	1	136.0	1.000	24.9	1	2
208908	Inactive	581.100000	40	11	898.0	5.1	115.0	2	9
208953	Inactive	409.250000	27	3	651.0	-0.5	119.0	3	10
212930	Inactive	136.150000	10	2	149.0	1.400	30.2	0	2
213013	Inactive	343.200000	23	3	399.0	4.9	42.0	1	2
213016	Active agonist	408.400000	29	8	607.0	4.9	69.5	0	9
213021	Inactive	222.670000	15	3	280.0	1.4	52.3	0	3
213031	Active antagonist	302.200000	19	2	331.0	4.4	49.3	2	2
213039	Inactive	547.700000	38	12	853.0	2.9	149.0	3	9
214348	Active antagonist	373.400000	28	4	540.0	3.8	109.0	3	6
214356	Inactive	386.250000	26	7	511.0	-0.6	128.0	2	10
216326	Inactive	259.260000	19	1	437.0	-0.5	92.5	2	4
221071	Inactive	246.300000	18	0	500.0	2.3	43.4	0	3
221493	Inactive	408.600000	29	4	637.0	3.6	98.0	4	5
222284	Inactive	414.700000	30	6	634.0	9.3	20.2	1	1
222285	Inactive	122.120000	8	3	48.0	-2.300	80.9	4	4
222464	Inactive	205.250000	15	3	250.0	1.900	46.2	1	2
222528	Active antagonist	392.600000	28	4	605.0	4.9	77.8	3	4
222536	Inactive	146.140000	10	4	125.0	0.5	52.6	0	4
222757	Active antagonist	376.500000	28	3	582.0	4.500	46.5	1	3
222786	Active antagonist	360.400000	26	2	724.0	1.500	91.7	2	5
223368	Active antagonist	268.300000	20	0	466.0	2.900	37.3	1	2
224246	Active agonist	420.500000	30	4	879.0	1.500	101.0	2	7
228987	Inactive	204.310000	15	4	194.0	3.9	17.1	0	1
230976	Inactive	193.110000	14	0	307.0	1.1	89.2	0	5
232446	Active antagonist	268.300000	20	2	269.0	5.4	40.5	2	2
234237	Inactive	202.290000	14	9	146.0	2.7	46.5	1	3
234310	Inactive	327.400000	21	6	417.0	2.500	118.0	1	7
235414	Inactive	240.387000	17	0	189.0	5.8	26.3	0	2
235905	Active antagonist	300.500000	22	2	492.0	5.3	20.2	1	1
236702	Active agonist	434.500000	31	4	910.0	2.800	101.0	2	7
237332	Inactive	126.110000	9	2	103.0	-0.600	50.4	1	3
240119	Inactive	238.370000	17	8	285.0	4.6	26.3	0	2
243274	Inactive	277.300000	21	5	411.0	4.4	50.1	0	3
243694	Inactive	312.400000	23	10	320.0	5.800	52.6	0	4
245005	Inactive	645.700000	46	11	1210.0	0.3	153.0	3	12
246724	Inactive	172.610000	11	2	119.0	2.700	18.5	0	2
246728	Inactive	128.210000	9	5	76.6	2.3	17.1	0	1
249494	Inactive	174.280000	12	6	110.0	1.9	40.5	2	2
250096	Inactive	190.240000	14	4	212.0	2.8	26.3	0	2
250948	Active agonist	396.500000	29	3	893.0	3.1	60.4	0	4
252141	Inactive	322.400000	24	5	377.0	3.600	23.6	0	2
256687	Inactive	229.070000	12	3	151.0	2.900	26.3	0	2
259331	Inactive	440.400000	29	6	585.0	4.000	49.8	1	3
261491	Inactive	152.230000	11	1	207.0	2.3	17.1	0	1
261668	Inactive	326.400000	24	11	332.0	6.200	52.6	0	4
264852	Inactive	224.340000	17	2	200.0	5.4	0.0	0	0
267210	Inactive	240.250000	18	2	317.0	2.3	46.5	1	3
275196	Inactive	413.400000	30	4	647.0	2.7	75.7	0	8
283654	Inactive	264.320000	19	2	496.0	1.2	71.4	1	4
285097	Inactive	184.270000	13	5	177.0	3.3	26.3	0	2
312440	Inactive	279.330000	20	4	350.0	1.700	70.7	2	3
320930	Inactive	302.280000	22	0	444.0	1.2	110.0	5	6
329983	Inactive	150.220000	11	0	144.0	3.0	13.1	0	1
337359	Inactive	236.200000	17	0	376.0	0.7	67.4	2	4
400772	Inactive	414.700000	24	4	533.0	1.4	82.0	2	5
408285	Inactive	130.190000	9	2	71.5	-1.1	38.5	1	3
410467	Inactive	151.210000	11	4	89.6	1.800	32.3	2	2
428573	Inactive	204.200000	11	4	254.0	-1.6	126.0	2	6
439174	Inactive	221.210000	15	2	235.0	-1.700	119.0	5	6
439213	Inactive	179.170000	12	1	155.0	-2.8	116.0	5	6
439224	Inactive	226.230000	16	6	259.0	-4.0	121.0	4	5
439240	Inactive	150.130000	10	0	117.0	-2.5	90.2	4	5
439250	Inactive	136.230000	10	1	163.0	3.4	0.0	0	0
439260	Inactive	169.180000	12	2	142.0	-1.200	86.7	4	4
439302	Inactive	1007.200000	69	17	1870.0	-2.6	450.0	12	15
439318	Inactive	483.500000	33	6	639.0	-7.2	288.0	11	15
439369	Inactive	583.600000	40	9	911.0	-8.2	340.0	13	15
439524	Inactive	131.170000	9	3	101.0	-1.500	63.3	2	3
439570	Inactive	150.220000	11	1	223.0	2.4	17.1	0	1
439693	Inactive	268.270000	19	2	356.0	-2.100	112.0	4	6
439709	Inactive	180.160000	12	2	162.0	-2.3	110.0	5	6
439756	Inactive	204.240000	14	6	219.0	-0.3	63.6	1	4
440917	Inactive	136.230000	10	1	163.0	3.4	0.0	0	0
440936	Inactive	272.250000	19	3	279.0	-0.700	120.0	5	7
440966	Inactive	136.230000	10	0	177.0	3.3	0.0	0	0
440967	Inactive	136.230000	10	0	177.0	3.1	0.0	0	0
441071	Inactive	334.400000	25	0	689.0	1.900	32.8	0	3
441080	Inactive	326.400000	24	1	570.0	1.800	46.9	2	4
441082	Inactive	356.600000	26	1	609.0	4.9	6.5	0	2
441130	Inactive	383.500000	26	5	679.0	-2.4	136.0	3	7
441199	Inactive	427.500000	28	8	744.0	0.000	202.0	3	9
441278	Inactive	285.400000	21	2	414.0	3.300	23.5	1	2
441289	Inactive	572.900000	41	6	1000.0	6.6	52.6	0	4
441305	Inactive	477.600000	33	7	636.0	-4.1	200.0	8	12
441314	Inactive	207.220000	14	3	179.0	-2.6	104.0	5	6
441328	Inactive	272.280000	18	4	461.0	-4.000	135.0	2	7
441336	Active agonist	521.400000	35	5	1020.0	3.900	93.8	1	6
441350	Inactive	195.210000	14	3	211.0	-1.6	83.6	3	4
441383	Inactive	532.500000	36	8	693.0	4.800	64.9	0	7
441401	Inactive	337.350000	24	4	472.0	0.7	71.1	1	6
441407	Active agonist	442.400000	30	4	848.0	0.000	141.0	4	8
442291	Inactive	310.300000	22	1	644.0	-0.8	106.0	2	7
442343	Inactive	222.370000	16	4	284.0	3.8	20.2	1	1
442348	Inactive	204.350000	15	0	323.0	4.6	0.0	0	0
442460	Inactive	196.290000	14	2	270.0	3.300	26.3	0	2
442872	Active antagonist	217.260000	16	0	426.0	1.1	29.5	0	3
443031	Inactive	430.400000	31	9	509.0	3.0	144.0	1	12
443048	Inactive	423.900000	29	9	654.0	4.8	72.9	0	6
443382	Inactive	561.500000	37	21	639.0	9.000	121.0	2	6
443385	Inactive	505.000000	31	9	658.0	-1.200	174.0	5	10
443403	Inactive	271.310000	20	0	467.0	0.300	61.7	3	4
443405	Inactive	321.500000	24	3	432.0	3.800	23.5	1	2
443831	Active agonist	513.500000	37	3	944.0	1.500	197.0	6	11
443874	Inactive	476.600000	32	11	644.0	1.0	150.0	2	8
443879	Inactive	325.500000	24	7	340.0	5.6	23.5	1	2
443884	Inactive	325.400000	24	3	535.0	1.800	68.4	3	3
443928	Active agonist	434.500000	31	4	895.0	2.500	101.0	2	7
443936	Active agonist	508.500000	36	8	1050.0	3.400	107.0	1	9
443943	Active agonist	455.000000	31	2	887.0	3.600	72.8	1	6
443944	Inactive	789.100000	32	5	719.0	-0.4	169.0	6	8
443947	Active antagonist	302.500000	22	1	508.0	3.400	37.3	1	2
443951	Inactive	340.500000	25	3	494.0	2.5	51.4	2	2
443953	Inactive	862.100000	60	14	1450.0	3.400	226.0	4	17
443955	Inactive	350.500000	26	4	617.0	4.1	34.5	0	3
443958	Active agonist	502.600000	36	4	1090.0	3.600	99.1	1	8
443970	Inactive	225.330000	17	4	200.0	3.700	3.2	0	1
444008	Active antagonist	312.400000	23	1	636.0	2.4	37.3	1	2
444020	Inactive	267.280000	18	5	263.0	-4.1	154.0	8	8
444022	Active antagonist	594.700000	40	9	1240.0	0.700	216.0	2	11
444025	Active agonist	466.900000	32	7	882.0	3.900	99.1	1	7
444031	Inactive	426.500000	32	7	607.0	4.6	55.6	1	3
444041	Inactive	1135.000000	77	7	1480.0	-15.0	554.0	21	35
444212	Inactive	174.110000	12	4	251.0	-1.0	112.0	3	6
444305	Inactive	150.090000	10	3	134.0	-1.9	115.0	4	6
444539	Inactive	148.160000	11	2	155.0	2.100	37.3	1	2
444913	Inactive	972.800000	66	6	1250.0	-12.9	475.0	18	30
444972	Inactive	116.070000	8	2	119.0	-0.300	74.6	2	4
446155	Active antagonist	411.500000	30	8	590.0	3.5	82.7	3	5
446220	Inactive	303.350000	22	5	432.0	2.300	55.8	0	5
446596	Inactive	500.600000	35	17	694.0	3.0	146.0	4	9
446598	Inactive	425.000000	27	7	502.0	2.200	128.0	4	7
446727	Inactive	333.130000	19	3	450.0	-0.400	99.1	3	5
446925	Inactive	536.900000	40	16	1050.0	15.6	0.0	0	0
446987	Inactive	138.060000	8	1	138.0	-1.4	70.1	2	4
447043	Inactive	749.000000	52	7	1150.0	4.000	180.0	5	14
447315	Inactive	150.090000	10	3	134.0	-1.9	115.0	4	6
448223	Inactive	289.330000	21	4	419.0	-0.300	66.8	1	5
449293	Inactive	141.210000	10	0	123.0	0.8	23.5	1	2
451415	Active agonist	811.900000	58	10	1530.0	3.8	217.0	4	16
451417	Inactive	679.800000	48	22	1110.0	-6.4	328.0	11	12
451668	Inactive	228.210000	16	2	356.0	-1.200	121.0	3	4
452110	Inactive	734.000000	50	40	826.0	13.5	111.0	0	8
454216	Active agonist	723.600000	51	11	1350.0	4.000	215.0	5	16
456255	Inactive	462.500000	31	7	777.0	-0.900	201.0	3	10
456389	Active antagonist	407.600000	26	3	629.0	4.100	85.6	1	4
459494	Inactive	197.270000	15	4	161.0	3.200	12.9	0	1
460129	Inactive	173.130000	12	5	233.0	-3.2	91.6	2	6
460612	Inactive	305.200000	19	8	265.0	-0.500	66.6	2	4
462368	Inactive	265.330000	18	4	347.0	2.8	82.9	1	4
470999	Inactive	451.500000	31	6	579.0	-5.8	248.0	9	13
472335	Active agonist	393.300000	29	1	861.0	0.8	126.0	1	7
517637	Inactive	284.310000	21	7	341.0	3.8	52.6	0	4
517827	Inactive	190.280000	14	4	166.0	3.3	17.1	0	1
519382	Inactive	194.310000	14	3	258.0	2.7	17.1	0	1
519907	Inactive	126.180000	8	1	67.4	1.200	51.1	0	3
520098	Inactive	166.220000	12	3	130.0	1.6	35.0	0	3
520108	Inactive	127.170000	8	1	105.0	1.0	58.2	0	3
520148	Inactive	206.280000	15	6	183.0	3.5	26.3	0	2
520196	Inactive	160.320000	10	5	76.8	4.0	1.0	1	1
520789	Inactive	170.230000	12	0	189.0	0.5	21.3	0	2
520888	Inactive	155.220000	10	1	149.0	1.8	58.2	0	3
521196	Inactive	126.200000	9	4	103.0	2.1	17.1	0	1
522183	Inactive	245.500000	12	1	236.0	3.2	42.5	0	2
524314	Inactive	168.660000	11	3	93.0	4.400	0.0	0	0
528143	Inactive	140.210000	9	1	87.1	1.000	51.1	0	3
534543	Inactive	210.270000	15	6	256.0	3.0	43.4	0	3
539829	Inactive	222.240000	16	5	249.0	2.1	52.6	0	4
542762	Inactive	173.390000	6	1	64.6	1.3	37.3	1	2
548353	Inactive	122.300000	6	1	30.5	1.7	2.0	2	2
587128	Inactive	168.620000	11	2	145.0	3.000	17.1	0	1
590836	Inactive	418.600000	30	18	416.0	9.600	52.6	0	4
591200	Active antagonist	362.500000	26	14	365.0	7.400	52.6	0	4
604152	Inactive	201.260000	15	3	287.0	4.6	29.4	0	2
604519	Inactive	188.270000	14	0	216.0	2.1	38.9	1	2
610479	Active antagonist	261.700000	18	3	298.0	5.200	49.3	2	3
610682	Inactive	210.270000	16	2	272.0	3.900	24.4	1	1
612040	Inactive	214.080000	10	0	131.0	3.300	41.1	0	2
616236	Inactive	233.260000	17	3	294.0	2.3	51.5	1	3
616765	Inactive	293.790000	20	5	300.0	3.200	50.9	1	3
627458	Inactive	303.600000	18	3	265.0	5.500	18.5	0	2
636367	Inactive	193.150000	13	1	209.0	-3.0	133.0	5	6
636374	Active agonist	521.000000	36	8	1030.0	3.200	107.0	1	7
636398	Active agonist	488.600000	35	9	938.0	4.200	107.0	1	7
636403	Inactive	570.800000	41	6	1200.0	6.4	118.0	2	7
636405	Inactive	612.600000	42	9	1270.0	-0.100	259.0	5	13
636411	Inactive	346.400000	24	5	455.0	1.8	109.0	1	7
637520	Inactive	162.180000	12	3	167.0	2.600	26.3	0	2
637531	Inactive	196.290000	14	2	270.0	3.300	26.3	0	2
637564	Inactive	96.130000	7	2	90.4	1.2	17.1	0	1
637566	Inactive	154.250000	11	4	150.0	2.9	20.2	1	1
637759	Inactive	146.190000	11	2	152.0	2.100	17.1	0	1
637892	Inactive	124.990000	6	1	56.6	2.1	0.0	0	0
638014	Inactive	192.300000	14	2	292.0	2.9	17.1	0	1
638072	Inactive	410.700000	30	15	578.0	11.6	0.0	0	0
638088	Inactive	180.240000	14	2	149.0	4.800	0.0	0	0
638144	Inactive	172.180000	12	6	164.0	0.9	52.6	0	4
638186	Inactive	96.940000	4	0	19.2	1.900	0.0	0	0
638678	Inactive	362.380000	26	6	597.0	-2.500	150.0	4	5
641245	Inactive	213.900000	6	2	34.8	2.1	0.0	0	0
641256	Inactive	98.145000	7	2	72.2	1.1	20.2	1	1
641298	Inactive	162.180000	12	3	163.0	1.700	26.3	0	2
641768	Inactive	113.200000	8	0	62.8	1.500	12.0	1	1
643606	Inactive	354.400000	26	2	555.0	2.900	65.6	2	4
643820	Inactive	154.250000	11	4	150.0	2.9	20.2	1	1
643975	Inactive	785.500000	53	13	1560.0	-5.0	356.0	9	20
644020	Inactive	234.380000	17	0	263.0	2.5	6.5	0	2
644025	Inactive	237.720000	16	2	269.0	2.200	29.1	1	2
644076	Inactive	1056.200000	73	19	1960.0	-3.9	476.0	13	16
644077	Inactive	1084.200000	75	19	2070.0	-4.8	515.0	14	16
644213	Active antagonist	276.670000	19	2	339.0	3.300	74.9	1	3
644280	Inactive	650.970000	23	5	402.0	1.7	92.8	3	5
656511	Inactive	539.600000	36	6	1080.0	-0.200	207.0	3	9
656580	Inactive	423.200000	27	10	546.0	1.100	159.0	3	8
656598	Inactive	304.400000	22	5	387.0	1.800	46.5	1	3
656603	Inactive	398.500000	29	7	539.0	4.2	46.5	1	4
656604	Inactive	223.300000	13	4	218.0	0.4	68.4	4	5
656612	Inactive	371.200000	23	5	482.0	5.0	26.3	0	6
656615	Active antagonist	358.500000	26	3	707.0	1.900	74.6	2	4
656655	Inactive	307.960000	12	5	110.0	-0.300	80.9	4	4
656665	Inactive	284.350000	21	3	400.0	3.800	45.3	1	3
656668	Active antagonist	505.600000	37	8	933.0	4.600	114.0	1	8
656743	Inactive	383.400000	28	3	601.0	2.7	66.5	0	7
656804	Active agonist	460.500000	33	7	950.0	1.800	138.0	3	8
657181	Inactive	1209.400000	87	32	2390.0	0.7	432.0	15	14
657202	Inactive	282.400000	20	7	318.0	4.2	26.3	0	2
657220	Active antagonist	380.500000	28	10	487.0	6.200	52.6	0	4
657237	Inactive	285.230000	20	2	367.0	-0.600	140.0	4	9
657298	Inactive	170.230000	11	2	223.0	0.8	73.2	2	2
666418	Inactive	180.270000	12	3	159.0	1.5	71.0	1	2
667466	Inactive	315.900000	21	3	381.0	5.200	28.5	0	2
667476	Active antagonist	266.300000	20	3	318.0	5.4	40.5	2	2
667477	Inactive	279.400000	21	3	363.0	4.300	12.5	0	2
667483	Inactive	316.400000	22	6	295.0	3.8	74.6	2	3
667492	Active antagonist	234.280000	16	1	309.0	2.0	108.0	2	3
667497	Inactive	210.320000	15	1	216.0	1.6	23.6	0	2
671690	Inactive	314.200000	20	3	355.0	4.200	29.5	0	3
676454	Inactive	152.220000	10	1	119.0	0.700	70.1	2	1
676486	Inactive	200.260000	13	1	291.0	1.600	103.0	2	4
688145	Inactive	254.120000	14	3	215.0	2.7	29.1	1	1
688272	Inactive	341.400000	23	6	505.0	0.600	110.0	2	6
688561	Inactive	290.360000	21	5	397.0	1.5	81.6	4	4
697993	Inactive	167.300000	10	0	158.0	2.400	69.4	1	2
699414	Inactive	178.180000	13	3	190.0	1.800	46.5	1	3
700999	Inactive	228.310000	16	2	196.0	2.200	56.2	2	1
720471	Inactive	142.180000	9	0	197.0	0.000	73.2	2	2
727200	Inactive	240.410000	16	2	196.0	3.6	56.2	2	1
736366	Inactive	202.280000	14	1	217.0	1.700	70.1	2	1
736715	Inactive	138.120000	10	2	156.0	0.0	66.0	2	3
779179	Inactive	347.400000	25	4	451.0	0.3	62.3	0	5
854019	Inactive	176.210000	13	1	205.0	-0.300	33.2	0	2
854026	Inactive	242.320000	18	0	551.0	0.0	55.1	2	2
904857	Inactive	222.320000	16	3	343.0	4.300	26.3	0	2
929262	Inactive	250.380000	18	0	387.0	4.3	26.3	0	2
969472	Inactive	388.800000	27	3	573.0	0.5	91.8	0	7
1201518	Inactive	154.250000	11	0	185.0	2.700	20.2	1	1
1201549	Inactive	307.400000	23	4	340.0	4.5	12.5	0	2
1252759	Inactive	152.230000	11	2	189.0	1.9	17.1	0	1
1268121	Inactive	177.300000	9	0	136.0	0.6	132.0	3	3
1268142	Inactive	218.330000	16	1	364.0	3.9	17.1	0	1
1269845	Inactive	128.150000	8	0	163.0	-0.300	73.2	2	2
1349907	Inactive	114.170000	7	0	119.0	-0.300	47.4	1	1
1548887	Inactive	356.400000	25	4	616.0	3.400	73.6	1	5
1549008	Inactive	291.400000	22	5	428.0	5.6	3.2	0	1
1549018	Inactive	164.240000	12	3	233.0	2.2	17.1	0	1
1549025	Inactive	196.290000	14	6	233.0	3.5	26.3	0	2
1549026	Inactive	196.290000	14	6	233.0	3.5	26.3	0	2
1549517	Inactive	116.190000	7	2	79.8	0.2	70.1	2	1
1549521	Inactive	122.120000	9	2	118.0	1.100	30.2	0	2
1549992	Inactive	222.370000	16	4	284.0	3.8	20.2	1	1
1550489	Inactive	112.160000	7	0	137.0	-1.100	56.5	1	1
1550823	Inactive	142.240000	10	0	118.0	2.6	20.2	1	1
1550874	Inactive	191.230000	14	4	196.0	0.9	49.3	2	2
1551245	Inactive	149.230000	11	3	208.0	3.3	23.8	0	1
1584822	Active antagonist	319.400000	21	4	519.0	3.8	115.0	1	5
1711973	Active antagonist	310.500000	22	11	378.0	5.500	35.5	0	3
1787910	Active antagonist	182.300000	13	8	136.0	3.9	20.2	1	1
1796220	Inactive	204.350000	15	0	312.0	5.1	0.0	0	0
2723622	Inactive	188.340000	12	6	103.0	2.800	56.2	2	1
2723630	Inactive	150.300000	7	0	106.0	1.3	114.0	2	3
2723631	Inactive	104.180000	6	0	46.8	-0.200	56.2	2	1
2723650	Inactive	102.160000	6	0	63.2	-0.700	56.2	2	1
2723789	Inactive	91.140000	5	0	42.2	-1.2	96.2	3	2
2723790	Inactive	76.120000	4	0	29.0	-0.8	84.1	2	1
2723825	Inactive	698.000000	31	3	949.0	6.4	100.0	2	5
2723853	Inactive	105.170000	6	0	52.8	-0.8	82.2	3	2
2723856	Inactive	89.140000	6	2	30.7	-0.4	46.2	2	2
2723942	Inactive	267.230000	19	7	337.0	0.6	113.0	3	6
2723949	Inactive	75.140000	4	0	33.0	-0.3	58.1	1	1
2724159	Inactive	150.220000	11	2	201.0	2.6	17.1	0	1
2724333	Inactive	176.120000	12	0	216.0	-2.1	96.2	3	6
2724372	Inactive	294.400000	22	3	412.0	2.700	36.4	1	3
2724552	Inactive	180.160000	12	1	162.0	-2.8	110.0	5	6
2724564	Inactive	150.230000	8	0	96.6	-0.9	140.0	4	2
2733708	Inactive	280.080000	17	5	303.0	2.9	56.3	0	5
2734673	Inactive	110.120000	8	1	100.0	-0.4	67.7	2	2
2734819	Inactive	206.090000	11	1	153.0	1.400	58.1	1	1
2735009	Inactive	132.230000	8	2	64.8	0.600	56.2	2	1
2736548	Inactive	193.000000	11	1	163.0	3.300	17.1	0	2
2756017	Inactive	233.240000	16	3	300.0	1.3	66.8	1	5
2757748	Inactive	182.690000	12	4	104.0	4.700	0.0	0	0
2758725	Inactive	135.220000	7	0	87.1	-0.6	128.0	3	2
2761171	Inactive	166.250000	11	2	147.0	1.100	71.0	1	2
2763760	Inactive	149.190000	11	0	138.0	2.1	21.3	1	2
2777208	Inactive	241.190000	15	2	308.0	1.300	77.8	1	7
2777982	Inactive	120.200000	6	0	75.5	-0.4	116.0	2	2
2779938	Inactive	118.200000	7	0	70.1	0.100	47.4	1	1
2999413	Active antagonist	322.400000	23	0	372.0	4.3	87.0	3	5
3000226	Inactive	516.700000	37	6	994.0	5.5	104.0	3	6
3000322	Inactive	303.350000	22	5	418.0	0.900	62.3	1	5
3000448	Active antagonist	196.220000	12	1	155.0	-1.6	91.2	5	6
3000540	Inactive	406.500000	27	7	499.0	0.200	148.0	5	8
3000667	Inactive	319.400000	23	5	460.0	0.8	77.1	1	5
3000668	Inactive	305.400000	22	5	394.0	1.300	64.6	1	4
3000715	Inactive	242.340000	16	4	308.0	2.900	90.3	2	3
3001055	Inactive	314.410000	21	9	347.0	0.300	112.0	2	7
3001858	Inactive	107.200000	5	0	42.9	0.7	45.1	2	2
3011155	Inactive	297.270000	21	3	377.0	-0.700	149.0	4	9
3014138	Inactive	123.150000	9	0	94.9	1.3	46.2	2	2
