PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
6,17388666,7529,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944748-01/24052266,,Inactive,,,,,,,,,,4,,-7.832,-8.5397,,-2.8342,,-5.972,-7.2208,-0.4435,-11.5045,-8.0469,-9.0015,-13.513,,0.0612,-7.2501,-8.973,-9.8017,-7.832,,,,,,,,,,,,,,,4,,-2.1466,-2.1263,,-0.6807,,1.2508,0.1376,-0.1086,2.6257,-3.6494,2.0505,7.6725,,-0.6404,-3.4237,10.7841,-2.2393,-2.1466,,,,,,,,,,,,,,,4,,-3.1434,-9.5862,,-5.6466,,-14.9854,-10.3069,5.061,-32.7105,-6.8748,-24.9886,-45.2335,,13.5134,-4.861,-43.7162,-11.1123,-3.1434,,,,,,,,,QC'd by NIEHS/NTP
7,17388667,8419,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080917-01/24051660,,Inactive,,,,,,,,,,4,,-4.4227,-3.0751,,1.5436,,-11.3066,-9.6711,-5.8666,-3.7094,-14.5496,0.4107,-9.8997,,-12.8824,-3.971,-2.7309,-8.4008,-4.4227,,,,,,,,,,,,,,,4,,-4.0797,-1.0981,,-4.5507,,-7.7356,-6.108,-8.9567,12.7308,2.8341,1.5178,-11.9607,,5.4224,-4.1533,-6.6606,-5.4726,-4.0797,,,,,,,,,,,,,,,4,,0.1897,-4.7603,,6.4294,,-7.0857,-7.2758,6.0968,-30.0845,-34.253,-6.7999,3.4751,,-34.1026,-6.1125,3.8816,-8.2873,0.1897,,,,,,,,,QC'd by NIEHS/NTP
8,17388668,62969,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944390-01/24051694,,Inactive,,,,,,,,,,4,,-13.1369,-10.1097,,-3.3366,,2.8852,-1.7338,-11.9741,-7.5082,-11.024,-3.626,-13.2973,,-5.5668,-2.1052,-3.519,-7.8939,-13.1369,,,,,,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 0,8.6788,-9.1291,,-5.1665,,-4.3475,-4.8626,11.4197,-8.6541,4.2036,0.1028,2.1875,,-4.301,-8.1836,-5.4732,12.8287,8.6788,,,,,,,,,,,,,,,4,,-53.928,-12.4204,,-13.5517,,1.0955,-1.8857,-56.7855,-9.1824,-46.1185,-24.6873,-47.401,,-12.3371,3.2571,-10.8613,-51.3136,-53.928,,,,,,,,,QC'd by NIEHS/NTP
9,17388669,10215,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080908-01/24051723,,Inactive,,,,,,,,,,4,,-5.8917,2.7569,,0.0819,,-5.8791,-6.9715,5.8237,8.1089,3.7169,-0.813,-7.282,,-3.75,-2.0664,0.3087,-6.9912,-5.8917,,,,,,,,,,,,,,,4,,5.3696,-13.1102,,-4.3099,,-13.7107,0.1177,-11.1575,-1.8965,-7.2724,-8.2079,-10.3613,,-9.541,1.8326,-12.8755,-13.0878,5.3696,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 1 0 0 0,-26.1598,22.0461,,-9.2189,,4.3505,-21.9753,23.7685,2.919,5.533,-1.1936,-9.0079,,0.1996,-21.3541,12.2688,-0.9281,-26.1598,,,,,,,,,QC'd by NIEHS/NTP
10,17388670,61186,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944088-01/24051501,,Inconclusive,6.3096,76.4792,,,,,,,,4,,-13.686,-9.7585,,-2.5174,,-6.4258,-9.876,-9.7246,-4.739,-5.2997,-9.5699,-17.9871,,-11.6648,-8.3141,-15.4179,-4.1427,-13.686,,,,,,,,,,,,,,,4,,-2.4937,-1.4894,,-0.3153,,2.702,-1.2662,4.9879,11.1746,2.0313,4.9207,32.5845,,8.114,3.5276,19.1969,-0.5804,-2.4937,,,,,,,,,Partial curve; partial efficacy; poor fit,-5.2,0.3,0.6518,-88.6971,-12.2178,-2.4,0 0 0 0 0 0 0 0 1 0 0 0 1 1,-26.4675,-19.9037,,-11.4323,,-25.2841,-18.0178,-37.5539,-42.161,-23.4609,-39.6278,-81.5894,,-45.4439,-35.3162,-71.4149,-7.8865,-26.4675,,,,,,,,,QC'd by NIEHS/NTP
11,17388671,8061,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08082679-01/24052494,,Inactive,,,,,,,,,,4,,-6.0655,-5.0055,,-0.9485,,-9.1673,-14.079,-9.2952,-1.9103,-7.8646,-2.1916,-10.5607,,-11.9419,-2.2713,-3.9499,-11.0618,-6.0655,,,,,,,,,,,,,,,4,,2.7547,6.0667,,-2.2529,,-0.4613,4.4653,5.4955,2.0956,-5.1296,-3.1857,8.5289,,3.1185,3.3564,2.0252,15.6455,2.7547,,,,,,,,,,,,,,,4,,-13.8446,-19.0741,,2.5542,,-14.6259,-34.1176,-29.109,-8.7077,-3.2565,6.9596,-36.1386,,-28.9072,-13.5597,-13.8358,-44.5065,-13.8446,,,,,,,,,QC'd by NIEHS/NTP
12,17388672,6440940,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB13681050-01/24052244,,Inconclusive,0.0008,35.9013,,,,,,,,4,,-12.6189,-8.7,,-11.8046,,-21.2024,-15.6929,-14.885,-12.5051,-14.9935,-11.5748,-10.5366,,-19.4632,-10.9296,-15.7135,-7.2514,-12.6189,,,,,,,,,,,,,,,4,,-1.4297,-5.5262,,3.4813,,-0.0503,-1.5232,7.0854,8.6664,0.2322,-4.8198,0.8835,,20.6636,6.0399,-2.7579,-3.9001,-1.4297,,,,,,,,,Complete curve; partial efficacy; poor fit,-9.1,4.9549,0.4604,-29.1725,6.7288,-1.4,0 0 0 0 0 0 0 0 0 1 0 0 1 0,-17.0635,3.6985,,-33.4452,,-38.207,-23.4733,-41.7259,-41.6754,-30.1313,-8.1121,-20.993,,-62.8838,-36.1678,-29.1058,3.2239,-17.0635,,,,,,,,,QC'd by NIEHS/NTP
13,17388673,66449,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB13681062-01/24052433,,Inactive,,,,,,,,,,4,,-10.0498,-2.2578,,-6.0988,,-5.9841,-8.2534,-8.9804,-8.1726,-12.278,-5.8181,-12.3274,,-3.911,-10.4585,-2.2994,-10.0737,-10.0498,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 1 0 0 0,18.0941,7.7698,,-8.2713,,-8.998,-10.1113,-12.6007,2.9219,-0.1011,-8.5381,-9.6582,,-6.515,5.3466,-0.3311,-4.4368,18.0941,,,,,,,,,,,,,,,4,,-52.3519,-30.8039,,-15.0517,,-8.0942,-6.4692,-3.9594,-38.3255,-39.4909,-9.8238,-21.6487,,-5.4614,-47.1053,-21.5905,-26.9393,-52.3519,,,,,,,,,QC'd by NIEHS/NTP
14,17388674,33133,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07930214-01/24052284,,Inactive,,,,,,,,,,4,,-11.0336,0.4623,,-4.9818,,-4.9489,-7.8481,-0.2001,2.5114,-6.2471,-0.4587,-3.2956,,-3.8675,2.0587,-2.5648,-1.1475,-11.0336,,,,,,,,,,,,,,,4,,-3.837,5.7462,,-3.642,,-1.547,-1.7939,-1.9368,-1.8428,-6.7032,-4.9932,-2.3525,,-6.9857,-6.8371,-8.6543,-5.7882,-3.837,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 1 0 0 1,-38.044,-16.3988,,-9.5123,,-10.4211,-17.9515,-1.1797,1.5457,-8.09,3.5493,-16.028,,1.3008,8.8572,-1.321,-3.4521,-38.044,,,,,,,,,QC'd by NIEHS/NTP
15,17388675,5590,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944340-01/24051888,,Inactive,,,,,,,,,,4,,2.7721,-3.6337,,-0.0986,,-2.4269,-9.4953,-10.988,-1.1455,-10.6986,-1.6602,0.2997,,-2.9375,5.3388,-7.0429,1.027,2.7721,,,,,,,,,,,,,,,4,,11.9767,-4.9332,,1.2216,,-0.5906,-2.9688,-0.3655,0.3487,-0.3666,0.2755,0.3994,,3.6717,2.9962,4.0117,12.2255,11.9767,,,,,,,,,,,,,,,4,,-27.224,-1.4735,,-18.2374,,-12.4255,-21.1948,-36.9157,-14.8566,-36.1446,-15.2913,-10.134,,-23.3055,-6.7677,-41.0563,-35.1488,-27.224,,,,,,,,,QC'd by NIEHS/NTP
16,17388676,18725,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080870-01/24052167,,Inactive,,,,,,,,,,4,,-17.1163,-9.4925,,-16.4673,,-14.8979,-14.9093,-16.2146,-11.981,-17.4178,-11.6855,-10.9029,,-18.2119,-15.8045,-11.4689,-11.7675,-17.1163,,,,,,,,,,,,,,,4,,-5.8025,-5.1194,,-4.8075,,-10.1376,-11.7077,-14.4266,-10.8784,-10.6509,-4.7281,-12.1672,,-5.7297,9.9521,-12.6556,-11.6054,-5.8025,,,,,,,,,,,,,,,4,,-47.811,-33.3925,,-54.8943,,-33.103,-26.3961,-24.6908,-27.1862,-40.9169,-42.452,-18.4975,,-50.4954,-73.3878,-21.7548,-21.0379,-47.811,,,,,,,,,QC'd by NIEHS/NTP
17,17388677,8783,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07981439-01/24051956,,Inactive,,,,,,,,,,4,,-6.5976,-5.8292,,-3.0487,,-12.5394,-7.5877,-11.7399,-0.6237,-6.6824,-5.3294,-11.3031,,-7.6188,-0.7326,-7.313,-12.4296,-6.5976,,,,,,,,,,,,,,,4,,-3.4272,-3.712,,-2.681,,-2.6078,1.4093,4.9336,-2.3822,-6.1614,-1.4153,-3.2007,,0.6857,-3.8063,0.1458,-3.3337,-3.4272,,,,,,,,,,,,,,,4,,-7.9022,-10.0856,,-11.9775,,-28.8435,-26.9834,-47.1962,-2.2647,-6.8453,-16.7883,-26.5841,,-24.4754,3.9471,-29.0855,-27.4783,-7.9022,,,,,,,,,QC'd by NIEHS/NTP
18,17388678,17142,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07976081-01/24052415,,Activator,28.1838,72.3572,,Single point of activity,-4.55,4.9549,0.9675,105.615,-0.9806,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-5.0605,-5.7082,,6.1429,,-4.7035,-4.1669,3.6221,4.724,-4.4962,-2.6115,-3.6005,,-1.5594,4.7556,1.7616,86.907,-5.0605,,,,,,,,,Single point of activity,-4.55,4.9549,0.9795,70.956,-1.4012,3,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-5.5573,2.7675,,1.6172,,-4.3986,-2.8456,-1.7847,-2.0162,-3.0837,2.4563,-2.8311,,-2.1044,0.0298,1.631,58.0574,-5.5573,,,,,,,,,,,,,,,4,,-5.7894,-29.9019,,-7.4741,,-8.425,-10.426,3.5749,4.4895,-16.782,-26.9525,-13.5418,,-5.8019,-2.2844,-15.1609,3.0676,-5.7894,,,,,,,,,QC'd by NIEHS/NTP
19,17388679,7540,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080849-01/24051988,,Inactive,,,,,,,,,,4,,-13.0386,-6.1286,,-6.6118,,-8.9756,-8.238,-1.5561,-3.4087,-9.1175,-5.4494,-8.0778,,-3.8,-1.5363,-0.5943,-0.7911,-13.0386,,,,,,,,,,,,,,,4,,10.8521,-3.7744,,-0.9493,,0.2231,4.2316,-2.0459,8.0231,-1.3377,5.1129,4.161,,0.9745,2.2525,3.4949,-2.5058,10.8521,,,,,,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 1,-51.1936,-2.6621,,-19.0343,,-20.3675,-27.6183,4.4986,-30.4172,-20.8307,-28.9108,-30.742,,-8.4461,-13.6983,-14.1682,9.2067,-51.1936,,,,,,,,,QC'd by NIEHS/NTP
20,17388680,11776,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07995177-01/24052208,,Inactive,,,,,,,,,,4,,-7.4736,-8.2827,,-13.3334,,-17.3901,-20.1698,-8.9853,-9.1992,-16.2074,-13.4423,-17.3818,,-18.2503,66.2482,-10.1325,-12.1493,-7.4736,,,,,,,,,,,,,,,4,,1.215,-0.1278,,3.721,,1.6353,0.7661,-1.2498,0.6477,-1.2503,3.8272,-0.501,,3.1383,45.6464,-1.1032,-0.9052,1.215,,,,,,,,,,,,,,,4,,-9.2968,-13.7346,,-42.3373,,-39.989,-42.4854,-9.7609,-19.9749,-33.0236,-39.4413,-35.8097,,-44.5525,6.54,-17.1305,-19.2772,-9.2968,,,,,,,,,QC'd by NIEHS/NTP
21,17388681,5569,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07981743-01/24051622,,Inactive,,,,,,,,,,4,,3.0961,-2.8171,,-3.7302,,-4.3335,-5.9964,-1.8481,-4.9703,-9.2227,-3.184,-0.9169,,-3.9081,1.6277,-5.0002,-11.2641,3.0961,,,,,,,,,,,,,,,4,,-0.45,-4.6864,,1.7895,,-0.7692,6.0702,-3.7631,10.4541,-3.7628,2.2488,-4.1375,,-2.0689,-4.9624,-3.0319,-1.66,-0.45,,,,,,,,,,,,,,,4,,5.0419,-2.6479,,-30.8356,,-20.3335,-37.8574,-2.3843,-48.5478,-25.6417,-27.1827,0.6239,,-10.0448,11.1978,-18.1226,-33.696,5.0419,,,,,,,,,QC'd by NIEHS/NTP
22,17388682,6535,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080879-01/24051983,,Inactive,,,,,,,,,,4,,-0.27,-6.0689,,-2.2235,,-4.3178,-0.7385,-6.6603,-8.2539,-5.1536,-4.3059,-10.6654,,-3.99,2.7014,-6.9323,-3.073,-0.27,,,,,,,,,,,,,,,4,,4.2682,-1.537,,0.8718,,-0.8269,2.1508,-1.7512,5.7053,-2.8099,-0.9802,2.3235,,0.6135,2.6451,0.2445,0.0253,4.2682,,,,,,,,,,,,,,,4,,-9.6995,-10.9099,,-14.7642,,-7.9353,-6.1561,-11.0952,-40.4325,-7.3336,-7.3087,-36.0332,,-8.3568,-3.5876,-24.1101,-6.8507,-9.6995,,,,,,,,,QC'd by NIEHS/NTP
23,17388683,6420,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944060-01/24052637,,Inactive,,,,,,,,,,4,,-9.0054,-16.8914,,-15.5266,,-11.1782,-13.4052,-17.1075,-7.1792,-17.1757,-2.5435,-12.9992,,-10.7246,-10.4194,-7.7374,-14.7585,-9.0054,,,,,,,,,,,,,,,4,,-1.2925,1.7043,,2.2473,,-5.248,-6.584,8.9954,-4.2144,-6.4728,-0.3048,-6.9069,,-2.1735,-9.6805,-9.3672,-9.1727,-1.2925,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0,-11.2508,-36.4978,,-41.2807,,-10.3508,-8.5134,-49.9217,-5.8643,-23.5528,-5.105,-10.8021,,-14.0922,3.1605,9.9063,-5.7587,-11.2508,,,,,,,,,QC'd by NIEHS/NTP
24,17388684,6421,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944365-01/24051322,,Inactive,,,,,,,,,,4,,1.7387,-3.2121,,2.2311,,-10.241,-3.5698,-6.1726,-0.1819,-5.9701,-7.1249,3.2813,,-9.6172,-4.9336,-3.1703,-1.3845,1.7387,,,,,,,,,,,,,,,4,,-2.096,-2.3504,,1.8617,,0.2823,0.0055,0.9391,-1.6532,-4.2543,-4.5473,3.5184,,-4.5331,0.992,-2.9513,-2.2582,-2.096,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 1 0 0 0,9.4128,-7.8744,,-12.9582,,-30.0784,-13.2127,-25.1362,-4.7653,-12.4091,-13.6964,-10.5879,,-16.4305,-27.4746,-10.5684,-2.6307,9.4128,,,,,,,,,QC'd by NIEHS/NTP
25,17388685,13931,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944733-01/24052684,,Inactive,,,,,,,,,,4,,-10.1989,-11.0483,,-6.2625,,-7.7043,-3.3415,-6.7779,-0.1531,-6.4153,-1.2787,-11.8984,,-9.9828,-4.2833,-5.2072,-11.0245,-10.1989,,,,,,,,,,,,,,,4,,-0.0268,1.7782,,-1.845,,-0.0465,0.0507,-1.4908,1.1171,-2.0809,1.779,10.9755,,3.2583,-2.802,-3.8252,-1.9617,-0.0268,,,,,,,,,,,,,,,4,,-26.6248,-34.2235,,-18.7196,,-21.8109,-8.5933,-15.2351,-9.6709,-16.1978,-12.8984,-55.2478,,-34.3539,-7.3856,-7.0503,-24.5799,-26.6248,,,,,,,,,QC'd by NIEHS/NTP
26,17388686,5541,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08080885-01/24052210,,Inconclusive,0.0891,21.205,,,,,,,,4,,-8.5171,-4.9946,,-3.7381,,-7.0651,-7.7455,-7.6915,-2.7258,-3.448,-4.811,-13.4655,,-9.8682,-1.8277,-8.6746,-6.1772,-8.5171,,,,,,,,,,,,,,,4,,4.3307,1.9145,,-0.6043,,-0.0248,6.2435,3.0302,4.1108,2.2,5.2448,8.0514,,8.372,-1.4625,2.7289,-1.6841,4.3307,,,,,,,,,Complete curve; partial efficacy; poor fit,-7.05,0.7,0.4436,-33.2884,-12.0834,-1.4,0 0 0 0 0 0 0 0 0 0 1 0 1 0,-25.5177,-14.2347,,-8.3886,,-13.8413,-29.6461,-24.0966,-17.8564,-15.5983,-24.7743,-48.7302,,-38.7524,5.3619,-29.1488,-3.1394,-25.5177,,,,,,,,,QC'd by NIEHS/NTP
27,17388687,638015,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07944749-01/24051553,,Inconclusive,5.0119,43.2113,,,,,,,,4,,3.7167,-12.8316,,-3.2225,,-8.4639,-8.356,-14.1075,2.3831,-6.3376,-1.1162,-7.2565,,-7.8052,0.8452,-9.9773,-9.8854,3.7167,,,,,,,,,,,,,,,4,,13.8606,14.3339,,-0.7973,,-2.1232,0.8261,-0.0146,2.8403,0.2175,3.5927,1.6817,,2.9945,0.2666,15.9808,14.7673,13.8606,,,,,,,,,Complete curve; partial efficacy,-5.3,1.4641,0.9155,-61.059,-17.8478,-1.2,1 0 0 0 1 0 0 0 0 0 1 0 0 1,-24.8028,-57.5238,,-15.8972,,-18.5962,-24.3195,-39.8701,-10.7757,-24.0743,-19.3298,-27.9429,,-28.6502,-4.7886,-59.9454,-55.5924,-24.8028,,,,,,,,,QC'd by NIEHS/NTP
28,17388688,641240,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08097208-01/24052090,,Inconclusive,0.1259,20.6937,,,,,,,,4,,-9.1696,-8.7698,,-0.1802,,-8.7672,-4.6858,-4.0716,-7.4089,-12.2341,-8.7913,-4.2249,,-10.2017,-5.2195,-7.1754,-8.7351,-9.1696,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0 0 1,14.1521,13.1447,,-5.7399,,-9.0844,-8.5034,-8.3908,4.6483,-4.9729,-3.2487,-4.0608,,-8.7071,-9.9241,-5.9595,-7.3599,14.1521,,,,,,,,,Complete curve; partial efficacy; poor fit,-6.9,4.9549,0.4982,-17.7053,2.9884,-1.4,1 0 0 0 0 1 0 0 0 0 1 0 0 0,-42.3607,-40.5883,,1.2977,,-2.9911,7.8712,6.2899,-32.9658,-24.2596,-21.816,-7.7481,,-6.2133,3.996,-12.8358,-8.1308,-42.3607,,,,,,,,,QC'd by NIEHS/NTP
29,17388689,638186,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08082692-01/24051792,,Inactive,,,,,,,,,,4,,-6.6934,-11.3145,,-10.6242,,-17.5167,-8.8853,-13.6941,-8.5345,-17.1731,-0.7976,-11.0557,,-13.965,-0.8961,-6.3349,-9.0382,-6.6934,,,,,,,,,,,,,,,4,,-4.9859,-6.9977,,-7.8159,,0.8503,-6.7363,-5.5653,7.9556,0.798,-0.5147,-3.7227,,-8.4894,-6.7102,-3.3971,-5.9608,-4.9859,,,,,,,,,,,,,,,4,,0.7359,-7.8463,,-10.5508,,-35.3544,-0.3559,-18.7199,-34.3239,-37.7116,-3.029,-17.2928,,-9.1969,14.4677,-9.8351,-5.6286,0.7359,,,,,,,,,QC'd by NIEHS/NTP
30,17388690,1140,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07981813-01/24051629,,Inactive,,,,,,,,,,4,,-4.8312,-5.1611,,-14.8912,,-6.5193,0.4258,-6.8684,1.1294,-5.0565,2.5197,-8.9861,,-8.2921,-0.4521,-0.1628,-4.003,-4.8312,,,,,,,,,,,,,,,4,,-1.4492,-1.5151,,-4.5677,,-3.1082,-1.5267,-2.5826,-0.5789,-5.4093,-2.2358,-1.5846,,-4.3698,-3.698,0.2452,1.0691,-1.4492,,,,,,,,,,,,,,,4,,-16.3863,-17.5457,,-44.3298,,-12.6655,2.0552,-19.9863,-5.4291,-6.2127,8.1312,-29.8814,,-14.9634,-0.7213,-14.715,-22.165,-16.3863,,,,,,,,,QC'd by NIEHS/NTP
31,17388691,8030,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB08548339-01/24052213,,Inconclusive,3.9811,26.2418,,,,,,,,4,,-2.4682,-8.4861,,-2.8415,,-3.3273,2.0773,-2.9075,-8.5032,5.3027,-1.6012,2.8173,,-3.7744,-4.1022,-3.0799,-6.154,-2.4682,,,,,,,,,,,,,,,4,,-1.4947,-1.3731,,-1.1804,,-5.211,-0.4674,-5.2055,5.5752,-1.1957,-4.7381,-2.4093,,-1.3276,3.163,-0.8909,5.417,-1.4947,,,,,,,,,Complete curve; partial efficacy; poor fit,-5.4,4.9549,0.7359,-24.7418,1.5,-1.4,1 0 0 0 0 1 0 0 0 0 0 0 0 1,-4.0099,-20.9415,,-15.0431,,2.0105,3.109,3.1352,-38.8893,5.3262,4.3984,7.5161,,-8.2537,-27.2746,-14.5535,-31.0348,-4.0099,,,,,,,,,QC'd by NIEHS/NTP
32,17388692,3032791,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-agonist-ntp-p1/AB07995029-01/24051464,,Inactive,,,,,,,,,,4,,-18.959,-14.1158,,-5.6964,,-5.633,-12.5297,-6.1531,-6.1794,-7.9693,-4.3551,-8.5611,,-11.5325,-8.7717,-12.0576,-11.6361,-18.959,,,,,,,,,,,,,,,4,,7.0588,11.0063,,1.9052,,-0.0937,9.6006,7.907,5.3352,-0.713,1.6185,1.1602,,-2.3783,-2.61,-0.1596,1.8417,7.0588,,,,,,,,,,,,,,,4,,-51.3827,-45.1585,,-16.2544,,-5.4036,-40.1221,-26.6558,-23.5632,-11.7928,-7.789,-16.3959,,-8.9245,-8.6902,-25.5558,-24.3109,-51.3827,,,,,,,,,QC'd by NIEHS/NTP
