PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W460-Curve_Description,W460-Fit_LogAC50,W460-Fit_HillSlope,W460-Fit_R2,W460-Fit_InfiniteActivity,W460-Fit_ZeroActivity,W460-Fit_CurveClass,W460-Excluded_Points,W460-Max_Response,W460-Activity at 0.0004339325 uM,W460-Activity at 0.00129 uM,W460-Activity at 0.00384 uM,W460-Activity at 0.00491 uM,W460-Activity at 0.012 uM,W460-Activity at 0.034 uM,W460-Activity at 0.057 uM,W460-Activity at 0.106 uM,W460-Activity at 0.314 uM,W460-Activity at 0.650 uM,W460-Activity at 0.975 uM,W460-Activity at 2.847 uM,W460-Activity at 4.858 uM,W460-Activity at 8.475 uM,W460-Activity at 24.77 uM,W460-Activity at 36.32 uM,W460-Activity at 76.79 uM,W460-Activity at 182.0 uM,W460-Activity at 407.0 uM,W460-Activity at 910.0 uM,W460-Activity at 2034.7 uM,W460-Activity at 4832.4 uM,W460-Activity at 10805.3 uM,W460-Activity at 24160.5 uM,W460-Activity at 54023.0 uM,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0004339325 uM,Ratio-Activity at 0.00129 uM,Ratio-Activity at 0.00384 uM,Ratio-Activity at 0.00491 uM,Ratio-Activity at 0.012 uM,Ratio-Activity at 0.034 uM,Ratio-Activity at 0.057 uM,Ratio-Activity at 0.106 uM,Ratio-Activity at 0.314 uM,Ratio-Activity at 0.650 uM,Ratio-Activity at 0.975 uM,Ratio-Activity at 2.847 uM,Ratio-Activity at 4.858 uM,Ratio-Activity at 8.475 uM,Ratio-Activity at 24.77 uM,Ratio-Activity at 36.32 uM,Ratio-Activity at 76.79 uM,Ratio-Activity at 182.0 uM,Ratio-Activity at 407.0 uM,Ratio-Activity at 910.0 uM,Ratio-Activity at 2034.7 uM,Ratio-Activity at 4832.4 uM,Ratio-Activity at 10805.3 uM,Ratio-Activity at 24160.5 uM,Ratio-Activity at 54023.0 uM,W530-Curve_Description,W530-Fit_LogAC50,W530-Fit_HillSlope,W530-Fit_R2,W530-Fit_InfiniteActivity,W530-Fit_ZeroActivity,W530-Fit_CurveClass,W530-Excluded_Points,W530-Max_Response,W530-Activity at 0.0004339325 uM,W530-Activity at 0.00129 uM,W530-Activity at 0.00384 uM,W530-Activity at 0.00491 uM,W530-Activity at 0.012 uM,W530-Activity at 0.034 uM,W530-Activity at 0.057 uM,W530-Activity at 0.106 uM,W530-Activity at 0.314 uM,W530-Activity at 0.650 uM,W530-Activity at 0.975 uM,W530-Activity at 2.847 uM,W530-Activity at 4.858 uM,W530-Activity at 8.475 uM,W530-Activity at 24.77 uM,W530-Activity at 36.32 uM,W530-Activity at 76.79 uM,W530-Activity at 182.0 uM,W530-Activity at 407.0 uM,W530-Activity at 910.0 uM,W530-Activity at 2034.7 uM,W530-Activity at 4832.4 uM,W530-Activity at 10805.3 uM,W530-Activity at 24160.5 uM,W530-Activity at 54023.0 uM,Compound QC
6,17388666,7529,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944748-01/24060726,,Inactive,,,,,,,,,,4,,23.8448,-4.2376,,6.3952,,5.8982,-7.5979,8.7249,10.127,2.0418,12.486,2.9152,,-10.0826,9.4766,-1.5613,-0.5256,23.8448,,,,,,,,,,,,,,,4,,0.9944,-13.3094,,9.0013,,12.0471,-4.0798,12.8923,7.4111,-8.2342,8.5117,-5.4849,,-8.6648,-8.8972,-9.2488,-2.1679,0.9944,,,,,,,,,,,,,,,4,,4.8262,-0.3814,,-5.662,,-4.389,-6.1411,-5.5087,-4.9091,4.4417,-2.914,2.6924,,-4.3488,5.3894,0.2358,-4.0247,4.8262,,,,,,,,,QC'd by NIEHS/NTP
7,17388667,8419,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080917-01/24060120,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 1 0 0,21.7737,-15.5207,,-6.2555,,-62.573,-10.7189,7.0155,-3.5267,11.371,-9.426,-18.6836,,-28.9524,-7.5802,-39.6842,-1.1192,21.7737,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 1,26.8579,-0.8773,,2.9235,,-28.3974,-1.089,2.2174,2.594,12.6494,-1.2964,-12.7404,,-18.7081,-6.4212,-18.6504,3.7701,26.8579,,,,,,,,,,,,,,,4,,-5.5875,-10.4537,,-6.4592,,-22.0532,-6.6877,1.8797,-6.5252,0.3345,-6.8346,-3.7389,,-8.1376,-3.3861,-14.3747,-4.6547,-5.5875,,,,,,,,,QC'd by NIEHS/NTP
8,17388668,62969,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944390-01/24060154,,Inactive,,,,,,,,,,4,,-4.6005,0.8946,,12.9869,,-8.4972,-2.4532,24.1687,28.5894,13.8351,15.1544,-13.2604,,57.1828,37.6192,2.4989,-2.8953,-4.6005,,,,,,,,,,,,,,,4,,-16.0349,-21.4075,,-4.7205,,-19.635,-22.5689,-15.3781,-5.805,-16.8295,-16.2173,-18.9299,,30.8416,-3.3249,-21.7626,-5.7797,-16.0349,,,,,,,,,,,,,,,4,,-3.7658,3.0383,,1.588,,1.3427,3.2517,14.5286,7.9138,12.1105,8.8597,-2.8224,,5.7636,12.4196,5.8265,-6.6381,-3.7658,,,,,,,,,QC'd by NIEHS/NTP
9,17388669,10215,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080908-01/24060183,,Inactive,,,,,,,,,,4,0 1 0 1 0 0 0 0 0 0 0 0 0 0,-25.3196,2.123,,-16.8144,,15.2588,26.4065,15.1666,6.3333,15.3955,11.6524,-3.603,,-1.0605,-1.8936,4.0404,-14.3499,-25.3196,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,-16.9267,7.5367,,3.4539,,33.7841,22.3207,-0.6638,6.6744,15.9698,1.754,2.1816,,-10.7166,3.2088,6.9892,-11.0563,-16.9267,,,,,,,,,,,,,,,4,,-7.9807,-6.0125,,-12.5974,,-7.7885,0.2266,8.1989,-3.7504,0.6357,3.341,-2.657,,5.2768,-5.2215,-3.3747,-3.5566,-7.9807,,,,,,,,,QC'd by NIEHS/NTP
10,17388670,61186,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944088-01/24059961,,Inactive,,,,,,,,,,4,,-12.5128,-5.3779,,0.5933,,-5.6298,26.4438,12.59,6.0606,7.9582,-5.8354,-4.2048,,-4.0208,42.8475,-2.9778,20.4754,-12.5128,,,,,,,,,,,,,,,4,,-4.493,-14.168,,0.6499,,5.1526,0.6066,-14.3908,-3.6978,5.465,-5.5955,-7.3314,,-9.1249,8.5422,-7.5674,0.5391,-4.493,,,,,,,,,,,,,,,4,,-10.3251,-0.5196,,-4.1426,,-6.7982,9.4912,12.4795,-0.8064,-0.1261,-4.8087,-0.2747,,-0.47,12.199,-1.5916,5.214,-10.3251,,,,,,,,,QC'd by NIEHS/NTP
11,17388671,8061,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08082679-01/24060954,,Inconclusive,,,,Single point of activity,-4.35,4.9549,0.4396,33.6092,-3.4957,3,0 0 1 0 0 0 0 0 0 0 0 0 0 0,38.7727,-17.7503,,-16.1002,,-47.754,19.9953,10.0953,18.7034,-7.7705,-15.5957,-2.4422,,-8.2158,-4.648,-13.8607,3.2742,38.7727,,,,,,,,,,,,,,,4,0 0 0 1 0 1 0 0 0 0 0 0 0 0,8.6363,-21.6527,,-18.9321,,-13.734,9.027,-13.1034,-3.3684,-27.7656,-22.0266,-21.1538,,-21.7913,-2.3394,-27.3064,-13.5255,8.6363,,,,,,,,,,,,,,,4,,7.4582,-3.9823,,-3.2633,,-20.5383,1.8463,8.6689,4.8666,8.7193,-2.1821,7.4806,,3.1325,-6.0708,2.5162,3.5495,7.4582,,,,,,,,,QC'd by NIEHS/NTP
12,17388672,6440940,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB13681050-01/24060704,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,-20.6685,18.3197,,2.4464,,-17.8621,23.7845,9.1313,5.1812,25.9415,18.5478,11.4075,,3.3192,6.5939,3.9942,9.4603,-20.6685,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0 0 0,-18.9261,7.915,,6.7206,,0.4735,21.9893,2.407,11.6897,11.244,33.0949,-1.081,,-5.0227,-1.5278,-8.6152,-1.6073,-18.9261,,,,,,,,,,,,,,,4,,-2.8949,3.3791,,-2.4962,,-7.5667,0.7226,4.3793,-5.4755,10.2992,-7.7554,8.9813,,5.3371,3.3966,7.1609,4.976,-2.8949,,,,,,,,,QC'd by NIEHS/NTP
13,17388673,66449,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB13681062-01/24060893,,Inactive,,,,,,,,,,4,,18.8303,-24.7178,,-3.2781,,-4.0218,-10.9101,6.7581,16.5652,6.0683,-2.91,8.7108,,-4.0623,6.0045,-18.6186,-6.4538,18.8303,,,,,,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 1 0 0,22.9868,-21.8473,,15.3495,,3.0806,-12.0377,1.3446,14.4615,1.1737,3.7654,3.2088,,-0.7052,16.2388,-11.0497,-6.4803,22.9868,,,,,,,,,,,,,,,4,,-12.3206,-10.7864,,-16.5824,,-8.4415,-7.2105,-4.389,-9.0661,-2.688,-11.9122,-3.0173,,-8.8436,-13.4959,-12.0721,-8.61,-12.3206,,,,,,,,,QC'd by NIEHS/NTP
14,17388674,33133,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07930214-01/24060744,,Inactive,,,,,,,,,,4,1 0 0 0 1 0 0 0 0 0 0 0 0 1,29.9056,-0.4661,,8.625,,8.9527,3.1786,21.0335,-3.3842,15.6451,23.6374,-8.1039,,-6.2342,-8.2769,0.6707,-8.3409,29.9056,,,,,,,,,,,,,,,4,,-7.5291,-7.0148,,-3.2177,,-4.1811,2.9629,0.1399,7.0996,-14.5396,0.5066,7.4054,,-5.8463,-2.6239,-30.0058,-8.6969,-7.5291,,,,,,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 1 0 1,14.2439,-2.5375,,1.9231,,5.9245,-5.3204,8.134,-12.7378,17.4206,7.8157,-12.4132,,-5.1129,-9.4725,18.0166,-4.9936,14.2439,,,,,,,,,QC'd by NIEHS/NTP
15,17388675,5590,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944340-01/24060348,,Activator,12.5893,117.915,,Partial curve; partial efficacy; poor fit,-4.75,0.6,0.7743,75.188,-0.7776,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,61.0713,1.607,,-5.2996,,4.8558,-18.5127,19.6929,8.6133,-5.5528,9.3835,25.7187,,18.5941,28.2665,23.0725,45.9421,61.0713,,,,,,,,,Complete curve; high efficacy,-4.9,1.1341,0.9673,112.889,-5.0265,1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,96.5036,-4.0721,,-2.4555,,-1.3639,-0.6711,-16.9525,-4.2296,-9.9038,3.1339,9.8381,,10.428,46.9101,52.711,95.4098,96.5036,,,,,,,,,,,,,,,4,0 0 0 1 1 0 0 0 0 0 0 0 0 0,-20.5746,-2.0078,,-5.7774,,2.7258,-14.7981,21.5416,1.7136,1.3903,-1.1396,7.0227,,1.0393,-14.2621,-18.5189,-24.6359,-20.5746,,,,,,,,,QC'd by NIEHS/NTP
16,17388676,18725,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080870-01/24060627,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0 0 1,12.4695,11.6225,,-6.0981,,-2.9857,-4.4304,-11.5314,0.0506,0.9308,-20.8245,1.0979,,-4.1104,3.4515,-12.0925,-7.6462,12.4695,,,,,,,,,,,,,,,4,,-21.2978,-28.5515,,-25.3258,,-22.4276,-19.4187,-21.7879,-15.5569,-25.9265,-43.043,-9.7834,,-27.7489,-23.1406,-39.3854,-25.2205,-21.2978,,,,,,,,,,,,,,,4,,8.9909,13.9596,,4.3939,,7.5142,2.1489,0.6376,0.3818,11.3458,5.8788,1.9976,,7.6512,7.3805,9.5079,2.823,8.9909,,,,,,,,,QC'd by NIEHS/NTP
17,17388677,8783,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981439-01/24060416,,Inactive,,,,,,,,,,4,,-22.6759,-21.7729,,-21.9994,,-20.4575,-3.965,-13.3703,-1.0362,-4.1058,6.0167,-1.0827,,-12.5234,0.314,-11.9216,-18.6866,-22.6759,,,,,,,,,,,,,,,4,,-23.5631,-20.1073,,-9.046,,-7.255,38.6283,-15.256,4.2628,-15.5087,-2.6366,0.9822,,-6.8719,-13.5089,-17.8025,-29.5369,-23.5631,,,,,,,,,,,,,,,4,,-1.9665,-2.7467,,-7.9442,,-5.1425,-19.6971,1.7713,-5.691,9.0955,3.2954,0.1133,,-3.2274,6.4449,3.2458,6.4041,-1.9665,,,,,,,,,QC'd by NIEHS/NTP
18,17388678,17142,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07976081-01/24060875,,Inconclusive,,,,Complete curve; partial efficacy; poor fit,-5.95,1.4163,0.7932,-26.1444,14.5432,-1.4,1 0 0 0 0 0 0 0 0 1 0 0 0 0,-33.4897,-8.1645,,18.8415,,-6.2166,13.7365,26.7984,21.6617,7.3658,-5.9607,-4.1839,,18.7227,-28.826,-17.1111,-22.7144,-33.4897,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 1 0 0 1 0,-6.1705,3.8368,,14.9184,,6.6667,1.4662,12.1664,5.7741,10.829,-13.9729,-14.9038,,7.2036,-9.531,-14.4837,20.8264,-6.1705,,,,,,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 1 0 0 0,-22.1232,-13.246,,-3.5505,,-9.7564,1.1864,2.839,0.9979,-4.8877,-0.9554,3.4433,,1.5343,-17.6594,-6.675,-27.344,-22.1232,,,,,,,,,QC'd by NIEHS/NTP
19,17388679,7540,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080849-01/24060448,,Inactive,,,,,,,,,,4,,9.3329,-14.0889,,1.4913,,-12.1765,-6.472,17.558,3.3201,-0.6253,-13.0796,6.4237,,-6.9227,13.4076,0.9355,9.2519,9.3329,,,,,,,,,,,,,,,4,,2.0281,-1.5305,,-5.2704,,10.0248,9.0091,11.9322,1.5032,-0.1096,0.3416,6.4671,,0.5769,12.8954,-2.1651,3.5352,2.0281,,,,,,,,,,,,,,,4,,-6.7427,-16.1944,,-3.7685,,-17.1072,-16.2961,-4.4578,-8.93,-5.4476,-16.0387,-5.8792,,-11.3537,-8.9211,-5.9818,-5.757,-6.7427,,,,,,,,,QC'd by NIEHS/NTP
20,17388680,11776,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07995177-01/24060668,,Inactive,,,,,,,,,,4,,10.5969,-14.3493,,-16.09,,-93.6548,-21.5522,-4.7078,-11.7447,-8.2603,-12.8265,-16.3066,,-26.9967,16.9428,-25.1081,-9.9277,10.5969,,,,,,,,,,,,,,,4,,2.4671,-12.4459,,-14.1749,,-33.4678,-7.4641,-8.1787,-7.4057,-5.4419,-20.9188,-9.7338,,-9.6247,1.4915,-20.2696,-14.5709,2.4671,,,,,,,,,,,,,,,4,,2.4073,-0.9259,,0.7158,,-34.7871,-6.2258,4.438,-2.8244,2.7072,6.2697,0.0043,,-7.5319,8.2324,-0.6217,3.6728,2.4073,,,,,,,,,QC'd by NIEHS/NTP
21,17388681,5569,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981743-01/24060082,,Inconclusive,,,,Partial curve; partial efficacy; poor fit,-4.45,4.9549,0.7097,32.0885,-10.8599,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,30.1417,-16.3016,,-5.4617,,-10.81,-3.7119,4.2025,-2.9553,-2.6835,-19.4693,-17.9762,,-18.9936,-13.927,-23.3882,17.2769,30.1417,,,,,,,,,,,,,,,4,,12.029,-3.4142,,-1.5396,,-8.2878,4.7763,4.6988,11.2781,6.0288,-5.6091,-3.2878,,-12.6679,0.9992,-8.8492,-3.0711,12.029,,,,,,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,-3.021,-17.1321,,-10.6621,,-6.4271,-13.5935,-8.1185,-18.6488,-11.0194,-17.1355,-14.9849,,-11.111,-17.9705,-16.5889,2.1714,-3.021,,,,,,,,,QC'd by NIEHS/NTP
22,17388682,6535,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080879-01/24060443,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 1 0 0 0,16.3385,-17.3215,,-8.982,,-7.1271,-0.1873,15.4242,1.9474,-0.5085,11.2515,1.5173,,3.0819,29.4257,13.2859,23.302,16.3385,,,,,,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.731,-43.7886,,-36.729,,-32.2146,-16.167,-19.5341,-19.2481,-21.5873,-8.3594,-6.6857,,-6.7123,1.4627,3.6205,5.3283,0.731,,,,,,,,,,,,,,,4,,-3.1829,11.0895,,12.0944,,11.9541,-0.541,15.9344,2.7096,7.1078,1.7422,-3.5523,,-3.94,5.9473,-4.4714,-0.2089,-3.1829,,,,,,,,,QC'd by NIEHS/NTP
23,17388683,6420,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944060-01/24061097,,Inactive,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0 0 1,15.6179,0.5899,,-24.6017,,-0.9184,42.0058,27.8915,18.6543,19.6694,-9.6013,-17.4653,,3.5351,-5.817,-5.9827,-17.1089,15.6179,,,,,,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0 0 1,17.8359,-2.5763,,-12.2515,,-9.4582,9.5898,2.6964,13.6555,-0.2088,-5.7388,-2.1505,,8.8495,2.6056,2.354,-2.6901,17.8359,,,,,,,,,,,,,,,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0,0.2173,4.2916,,-2.4285,,12.5849,20.0748,17.7081,4.1891,17.9553,1.6463,-1.9825,,2.188,-1.0257,-0.3482,-3.8741,0.2173,,,,,,,,,QC'd by NIEHS/NTP
24,17388684,6421,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944365-01/24059782,,Inactive,,,,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0 0 1,17.2488,9.7372,,9.2005,,26.633,0.8314,27.8554,17.8584,16.2533,24.1135,14.9249,,14.501,26.0167,7.9211,-8.4839,17.2488,,,,,,,,,,,,,,,4,,3.2351,0.076,,-9.7854,,4.7756,3.971,17.2194,4.3293,3.216,4.3382,23.0769,,2.4559,6.4329,0.732,-6.9694,3.2351,,,,,,,,,,,,,,,4,,6.9337,5.6623,,13.4528,,17.4142,-0.578,8.0032,7.1798,11.6335,12.2946,-0.9537,,9.0919,11.6596,5.7824,0.3349,6.9337,,,,,,,,,QC'd by NIEHS/NTP
25,17388685,13931,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944733-01/24061144,,Inactive,,,,,,,,,,4,,16.4269,1.0757,,12.4849,,2.097,7.5474,-10.0713,0.7821,1.5226,3.3751,-3.12,,1.1778,19.8377,-4.2235,8.4289,16.4269,,,,,,,,,,,,,,,4,,-2.3426,-5.3177,,12.5194,,14.0385,13.4137,11.146,15.5033,6.8241,-1.4729,0.2404,,5.8213,18.5788,4.773,5.2689,-2.3426,,,,,,,,,,,,,,,4,,10.2708,4.6877,,1.2545,,-2.359,-2.0974,-9.1964,-8.7257,0.999,4.3136,1.9252,,-0.4928,0.8424,-3.5362,2.8794,10.2708,,,,,,,,,QC'd by NIEHS/NTP
26,17388686,5541,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08080885-01/24060670,,Activator,50.1187,34.8991,,Partial curve; partial efficacy; poor fit,-4.55,0.7,0.5463,51.0563,1.891,2.4,0 0 0 0 0 0 0 0 0 0 0 1 0 0,39.2886,6.7898,,9.9815,,-1.1071,1.7382,16.18,5.4715,16.3132,-4.6682,-5.5075,,20.1703,17.3934,-8.2674,22.3527,39.2886,,,,,,,,,Single point of activity,-4.3,3.0654,0.6284,36.1241,1.2249,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0,40.0712,-3.4593,,6.5901,,4.3135,0.2421,11.7978,2.9746,2.0618,-4.5281,-12.1769,,7.2366,1.9683,1.8672,1.2126,40.0712,,,,,,,,,,,,,,,4,,-5.7389,1.4142,,-0.699,,-2.1341,-1.5221,0.4748,-3.0091,7.9704,-3.0268,3.6426,,5.1038,4.5834,-7.7183,7.2867,-5.7389,,,,,,,,,QC'd by NIEHS/NTP
27,17388687,638015,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07944749-01/24060013,,Inconclusive,,,,Single point of activity,-4.3,1,0.6229,-50.417,11.3867,-3,0 0 0 0 1 0 0 0 0 0 0 0 0 0,-39.1447,14.0343,,18.9504,,6.3421,2.3079,50.4914,29.722,7.2982,2.3378,15.326,,7.4414,-10.3186,-2.1497,0.1931,-39.1447,,,,,,,,,,,,,,,4,,4.1185,12.0567,,22.7807,,8.6859,12.1467,21.8505,19.9247,14.185,20.0011,6.7308,,19.2952,13.0886,-2.7244,19.1581,4.1185,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0,-27.9781,-3.8996,,-5.5487,,-1.345,-8.6011,11.3944,-0.7084,-4.4541,-13.3695,3.9981,,-9.0196,-16.7086,-2.4465,-13.8521,-27.9781,,,,,,,,,QC'd by NIEHS/NTP
28,17388688,641240,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08097208-01/24060550,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1 1 0,4.3755,-21.2517,,7.8957,,7.4468,32.9183,14.9917,8.7993,15.6322,8.4874,-8.039,,-1.152,10.2253,-10.6041,35.4249,4.3755,,,,,,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 1 0 0 1,12.7306,-3.0963,,6.5899,,7.0833,18.1656,-6.3481,14.5696,9.7134,3.2251,4.0865,,-15.1278,20.8607,-7.2375,7.8526,12.7306,,,,,,,,,,,,,,,4,,-9.0078,-13.5484,,-2.0915,,0.5529,4.4442,10.0331,-7.5229,3.0691,-0.6508,-7.0838,,6.4245,-8.7357,-4.5187,9.8532,-9.0078,,,,,,,,,QC'd by NIEHS/NTP
29,17388689,638186,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08082692-01/24060252,,Inactive,,,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 1 0 0,9.2571,-6.8625,,-17.8172,,-12.8993,-16.5198,6.2038,13.4783,-16.6717,-1.2842,-12.6633,,-10.9484,-0.0576,-26.7657,12.2599,9.2571,,,,,,,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0,11.914,-14.4702,,-3.7056,,-11.2192,-24.8062,-11.8354,-8.059,-12.0856,-10.3414,-12.0365,,-15.7532,-4.6714,-8.3398,4.7022,11.914,,,,,,,,,,,,,,,4,,-6.2014,-0.6623,,-10.6158,,-1.4664,1.0364,7.4881,6.1309,-3.7553,0.8474,-1.9789,,-0.3043,-1.6992,-13.2112,-0.12,-6.2014,,,,,,,,,QC'd by NIEHS/NTP
30,17388690,1140,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07981813-01/24060089,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 1 0 0 1,11.6412,-10.3315,,5.4167,,6.1736,4.5805,3.1953,13.7712,23.4689,12.3054,-15.361,,-5.8304,21.1184,-4.9952,-4.1933,11.6412,,,,,,,,,,,,,,,4,,-0.8895,-0.627,,3.2051,,1.4047,-7.7722,5.9262,-7.5864,10.6222,-1.5304,-3.8517,,-0.354,1.3598,-7.9337,-6.4187,-0.8895,,,,,,,,,,,,,,,4,,2.254,-9.6787,,-0.9638,,-0.3446,1.2477,-2.3386,6.2271,6.688,2.2016,-12.5458,,-9.7898,8.2364,-1.1425,-2.0002,2.254,,,,,,,,,QC'd by NIEHS/NTP
31,17388691,8030,Inactive,0,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB08548339-01/24060673,,Inactive,,,,,,,,,,4,,8.5434,-21.6052,,-12.7188,,-23.4566,-4.077,-6.4382,6.0205,-14.5423,-4.7778,-23.3621,,-18.4735,-18.4624,-11.6473,-15.262,8.5434,,,,,,,,,,,,,,,4,,-7.1503,-4.7726,,-7.6923,,-4.1026,3.3574,4.2975,-5.1734,-5.7506,-7.9276,-8.6538,,-13.81,-6.7167,-8.5932,1.4204,-7.1503,,,,,,,,,,,,,,,4,,4.068,-13.9261,,-5.5049,,-11.4632,-7.4447,-7.8471,2.0724,-5.3772,-0.915,-9.6079,,-4.3563,-10.4089,-3.9532,-12.933,4.068,,,,,,,,,QC'd by NIEHS/NTP
32,17388692,3032791,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/nucrecep-gr-hela-antagonist-ntp-p1/AB07995029-01/24059924,,Inconclusive,,,,,,,,,,4,,-31.3843,-19.2437,,-8.5499,,-3.5333,-1.9581,-8.3838,0.2076,-16.5529,-11.7509,-11.1801,,-21.0201,5.9605,-2.298,-18.1184,-31.3843,,,,,,,,,Partial curve; partial efficacy; poor fit,-5,0.6,0.8877,-45.3067,3.1191,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.5375,-5.6363,,6.998,,10.0799,-5.1947,1.3695,3.7108,-1.895,-3.2181,-12.5648,,-17.4619,-18.0509,-21.8498,-27.6322,-37.5375,,,,,,,,,,,,,,,4,,-1.749,-4.7554,,-5.1972,,-1.7572,3.9757,-4.0489,-3.1942,-4.1202,-5.656,2.3427,,-2.7285,11.2016,9.2203,2.2641,-1.749,,,,,,,,,QC'd by NIEHS/NTP
