PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
7348,144210901,60560,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,19.4938,64.0783,inactive,,0,active agonist,13.0286,91.3241,inactive,,0,LightBiologicals
7349,144210902,5280961,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,active antagonist,16.402,-73.0662,inconclusive antagonist,,0,LightBiologicals
7350,144210903,60196414,Inconclusive,5,,,inconclusive,active agonist,59.3239,236.88,active antagonist,59.3239,-94.3687,active antagonist,51.8676,-147.237,active antagonist,54.941,-114.724,LightBiologicals
7351,144210904,9161,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7352,144210905,8630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7353,144210906,16682730,Active,89,,,active antagonist,active antagonist,0.0210489,-105.443,active antagonist,5.70904,-65.5682,active antagonist,0.0218724,-113.617,active antagonist,0.806424,-95.2923,LightBiologicals
7354,144210907,22206,Active,47,,,active antagonist,active antagonist,25.9954,-52.9691,inactive,,0,inconclusive antagonist,8.70756,-66.6769,inactive,,0,SIGMA
7355,144210908,32518,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,2.91673,69.6634,inactive,,0,SIGMA
7356,144210909,16945,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7357,144210910,24180686,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,8.61063,72.772,inactive,,0,ChemService
7358,144210911,10522,Active,47,,,active antagonist,active antagonist,27.5357,-56.352,inactive,,0,inconclusive antagonist,27.5357,-61.3668,inconclusive,,0,SIGMA
7359,144210912,2776282,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7360,144210913,20279,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,0.0243792,44.366,inconclusive agonist,,0,SIGMA
7361,144210914,8098,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
7362,144210915,23558,Inconclusive,5,,,inconclusive,active agonist,47.1227,248.705,active antagonist,46.2271,-96.188,active antagonist,34.6654,-197.478,active antagonist,25.5014,-108.491,Waterstone
7363,144210916,2662,Inconclusive,5,,,inconclusive,inconclusive agonist,54.941,263.072,active antagonist,59.3239,-67.4391,active antagonist,54.941,-155.66,active antagonist,59.3239,-108.451,Waterstone
7364,144210917,7642,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,TCI
7365,144210918,54680782,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7366,144210919,4509,Inconclusive,5,,,inconclusive,inconclusive agonist,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7367,144210920,3121,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7368,144210921,443755,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7369,144210922,7670,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7370,144210923,77222,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,58.3338,52.7837,inactive,,0,SIGMA
7371,144210924,75066,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7372,144210925,9555,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7373,144210926,74888,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7374,144210927,19539,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7375,144210928,8980,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7376,144210929,6782,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,SIGMA
7377,144210930,12358480,Active,46,,,active antagonist,active antagonist,48.9423,-54.9731,inactive,,0,active antagonist,13.7938,-47.791,inactive,,0,SIGMA
7378,144210931,18725,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7379,144210932,854019,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7380,144210933,67818,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7381,144210934,21387,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,43.6412,-57.4817,inactive,,0,inconclusive antagonist,48.9662,-78.6052,inactive,,0,SIGMA
7382,144210935,10229,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,21.0489,-108.503,inconclusive antagonist,,0,active antagonist,21.8724,-129.038,active antagonist,18.7599,-102.846,SIGMA
7383,144210936,17356,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7384,144210937,1345,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,35.5456,-82.2845,inactive,,0,inconclusive antagonist,35.5456,-69.4888,inactive,,0,SIGMA
7385,144210938,13930,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,61.6448,-100.202,inactive,,0,SIGMA
7386,144210939,13089,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,20.3119,-64.3462,inactive,,0,inconclusive antagonist,0.227903,-51.0222,inconclusive antagonist,36.1202,-47.043,ChemService
7387,144210940,2566,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7388,144210941,727,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7389,144210942,11285653,Inconclusive,10,,,inconclusive agonist (cytotoxic),active agonist,4.19519,78.0455,inactive,,0,active agonist,3.2069,77.0821,inconclusive antagonist,11.5989,-47.6991,SIGMA
7390,144210943,31736,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7391,144210944,169371,Inactive,0,,,inactive,inactive,,0,inactive,,0,active agonist,43.9754,59.097,inconclusive antagonist,,0,SIGMA
7392,144210945,96088,Active,47,,,active antagonist,active antagonist,43.6412,-73.3576,inactive,,0,active antagonist,46.2271,-83.902,inactive,,0,SIGMA
7393,144210946,833466,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,24.5412,-103.152,inconclusive agonist,15.4845,50.8404,active antagonist,32.7263,-119.904,active antagonist,54.941,-80.1115,Nippon
7394,144210947,20725980,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Grinstad
7395,144210948,11723708,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,41.9981,-107.62,inconclusive agonist,,0,active antagonist,48.9662,-142.414,active antagonist,43.6412,-96.2879,CalBioChem
7396,144210949,442972,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,23.9145,96.8934,inactive,,0,Synthonix
7397,144210950,14184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7398,144210951,5694,Inconclusive,5,,,inconclusive,inconclusive antagonist,45.0479,-36.0025,inactive,,0,inactive,,0,inactive,,0,SIGMA
7399,144210952,86296,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.8805,-67.7364,inactive,,0,active antagonist,21.8483,-57.9771,inactive,,0,SIGMA
7400,144210953,6497,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inactive,,0,LightBiologicals
7401,144210954,174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7402,144210955,11524680,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,BASF
7403,144210956,104635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,4.89662,-23.2377,inactive,,0,EPA
7404,144210957,6960,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,EPA
7405,144210958,24814,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,0,inactive,,0,Acros
7406,144210959,5125,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
7407,144210960,24915,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7408,144210961,16760153,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,48.6429,-111.04,inactive,,0,active antagonist,56.7134,-110.645,inconclusive antagonist,45.9218,-55.5918,SIGMA
7409,144210962,104926,Inactive,0,,,inactive,inactive,,0,inactive,,0,active antagonist,48.9662,-65.4271,inactive,,0,SIGMA
7410,144210963,66204,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,1.09622,34.0795,inactive,,0,SIGMA
7411,144210964,77406,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7412,144210965,65067,Inconclusive,20,,,active agonist,active agonist,23.1684,97.2575,inactive,,0,active agonist,32.7263,112.509,inactive,,0,SIGMA
7413,144210966,14106,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7414,144210967,43226,Active,47,,,active antagonist,active antagonist,48.9662,-96.6591,inactive,,0,active antagonist,41.1999,-80.702,inactive,,0,SIGMA
7415,144210968,40087,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,19.4843,-49.2096,inconclusive antagonist,0.775682,-29.788,SIGMA
7416,144210969,75893,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7417,144210970,3033865,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,30.8956,-91.7774,inactive,,0,active antagonist,46.2271,-137.75,inconclusive antagonist,58.1965,-80.7459,LightBiologicals
7418,144210971,9963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7419,144210972,27189,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7420,144210973,76302,Active,54,,,active antagonist,active antagonist,15.4845,-107.678,inactive,,0,active antagonist,23.6173,-128.62,inconclusive antagonist,54.941,-108.666,SIGMA
7421,144210974,3224,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,9.76526,-26.02,inconclusive,,0,inconclusive antagonist,54.9141,-177.838,inconclusive antagonist,48.9423,-80.8645,SIGMA
7422,144210975,3346,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7423,144210976,67437,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7424,144210977,6740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7425,144210978,3030,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7426,144210979,21954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7427,144210980,991,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7428,144210981,7624,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7429,144210982,17891,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7430,144210983,13263,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,,0,SIGMA
7431,144210984,15765,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7432,144210985,29732,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,38.8952,-45.4748,inactive,,0,inconclusive antagonist,48.9662,-53.3641,active antagonist,48.9662,-41.6438,SIGMA
7433,144210986,7551,Active,52,,,active antagonist,active antagonist,6.65625,-61.6775,inconclusive antagonist,54.941,-61.4732,active antagonist,32.1043,-161.904,active antagonist,38.8952,-104.042,LightBiologicals
7434,144210987,7617,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7435,144210988,5543,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7436,144210989,13662,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,20.6489,-119.808,inconclusive antagonist,,-9.79009,active antagonist,19.4938,-108.691,active antagonist,61.6448,-108.778,SIGMA
7437,144210990,5281162,Active,51,,,active antagonist,active antagonist,30.392,-115.913,inactive,,0,active antagonist,49.1013,-142.328,inconclusive,,0,SIGMA
7438,144210991,7017,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7439,144210992,60995,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,LightBiologicals
7440,144210993,7542,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7441,144210994,7626,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,16.7198,-124.6,inconclusive agonist,,0,active antagonist,12.781,-120.043,inconclusive antagonist,10.9622,-46.5386,LightBiologicals
7442,144210995,9864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7443,144210996,54680691,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7444,144210997,5364079,Inconclusive,20,,,active agonist,active agonist,28.648,77.5983,inactive,,0,active agonist,43.6946,103.436,inactive,,0,SIGMA
7445,144210998,15575641,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7446,144210999,113606,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7447,144211000,31420,Inconclusive,5,,,inconclusive,active agonist,2.97324,53.5581,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
7448,144211001,66461,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,34.6485,-109.84,inconclusive agonist,,14.6129,inconclusive antagonist,54.9141,-127.827,active antagonist,54.9141,-75.2473,SIGMA
7449,144211002,91773,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7450,144211003,8433,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7451,144211004,7476,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
7452,144211005,9554,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7453,144211006,7601,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7454,144211007,14300,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,0,inconclusive agonist,4.36412,68.1348,inactive,,0,SIGMA
7455,144211008,40326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7456,144211009,26989,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7457,144211010,12586,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7458,144211011,34469,Inconclusive,5,,,inconclusive,active agonist,59.186,141.838,active antagonist,56.9577,-93.2324,active antagonist,50.7636,-182.344,active antagonist,48.8524,-125.625,Chemservice
7459,144211012,6758,Inconclusive,5,,,inconclusive,active agonist,1.6402,72.0169,active antagonist,43.6412,-50.1053,inconclusive antagonist,41.1999,-142.47,inconclusive,,0,SIGMA
7460,144211013,73672,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7461,144211014,115224,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7462,144211015,182951,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,Wako
7463,144211016,7652,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,6.91666,59.5405,inactive,,0,Acros
7464,144211017,21803,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7465,144211018,33775,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7466,144211019,13905,Inconclusive,5,,,inconclusive,inconclusive antagonist,43.6412,-52.6966,inactive,,0,inactive,,0,inactive,,0,SIGMA
7467,144211020,51346588,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7468,144211021,23662264,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,61.6448,-43.7239,inactive,,0,TCI
7469,144211022,91744,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7470,144211023,21307,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,6.16448,42.8204,inactive,,0,SIGMA
7471,144211024,7479,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,0,Acros
7472,144211025,39424,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,2.75357,63.1344,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7473,144211026,26955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7474,144211027,521998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7475,144211028,7793,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7476,144211029,326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7477,144211030,2078,Active,47,,,active antagonist,active antagonist,24.5412,-38.9314,inactive,,0,inconclusive antagonist,54.941,-59.601,inactive,,0,SIGMA
7478,144211031,8827,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7479,144211032,16562,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7480,144211033,91753,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7481,144211034,76748,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7482,144211035,34526,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7483,144211036,24350,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,38.8952,54.7637,inactive,,0,inconclusive agonist,48.9662,78.6574,inactive,,0,SIGMA
7484,144211037,37175,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,58.1965,-60.1966,inactive,,0,SIGMA
7485,144211038,15546,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7486,144211039,91768,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,13.2972,-25.782,active antagonist,55.0083,-49.3778,active antagonist,49.976,-121.759,inactive,,0,Crescent
7487,144211040,107720,Inconclusive,5,,,inconclusive,active agonist,47.3408,80.2668,inconclusive antagonist,39.8323,-70.1009,active antagonist,26.6217,-103.322,inactive,,0,Chemservice
7488,144211041,92431,Active,52,,,active antagonist,active antagonist,0.972344,-34.56,inactive,,0,active antagonist,1.02996,-29.0198,inactive,,0,AK Scientific
7489,144211042,17533,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,48.9662,-68.5176,inactive,,0,inconclusive antagonist,48.9662,-100.6,inconclusive antagonist,58.1965,-78.0581,SIGMA
7490,144211043,16760189,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7491,144211044,12968,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7492,144211045,6328651,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,Sigma DiscoveryCPR
7493,144211046,8693,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
7494,144211047,3017,Inactive,0,,,inactive,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,54.941,-136.843,inconclusive antagonist,43.6412,-82.7127,SIGMA
7495,144211048,30479,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7496,144211049,9502,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7497,144211050,12932,Inconclusive,5,,,inconclusive,active antagonist,32.7263,-48.4491,inactive,,0,inconclusive,,0,inactive,,0,SIGMA
7498,144211051,25152,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7499,144211052,20392,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7500,144211053,24180709,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7501,144211054,7555,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,SIGMA
7502,144211055,91739,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,5.18423,62.7231,inconclusive agonist,,0,SIGMA
7503,144211056,17581,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
7504,144211057,4096,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7505,144211058,7506,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7506,144211059,2328,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7507,144211060,14994,Inconclusive,5,,,inconclusive,inconclusive agonist,,14.7674,inactive,,0,inconclusive antagonist,48.8524,-92.0551,active antagonist,1.09367,-54.8118,Crescent
7508,144211061,26229,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7509,144211062,39965,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7510,144211063,7204,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7511,144211064,5759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7512,144211065,5216,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7513,144211066,4477,Inconclusive,20,,,active agonist,active agonist,0.227281,227.147,inconclusive antagonist,1.84033,-42.8928,active agonist,0.508819,163.176,active antagonist,0.718726,-67.1253,SIGMA
7514,144211067,10442,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7515,144211068,154915,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
7516,144211069,38779,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7517,144211070,13878,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7518,144211071,6327657,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,0.0508819,-122.058,active antagonist,12.781,-88.9442,active antagonist,0.0776062,-113.574,active antagonist,0.411999,-109.275,SIGMA
7519,144211072,69705,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7520,144211073,66854,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
7521,144211074,66094,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,0,inconclusive antagonist,,0,SIGMA
7522,144211075,3488,Inconclusive,5,,,inconclusive,inconclusive antagonist,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7523,144211076,14871,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7524,144211077,44073,Inconclusive,5,,,inconclusive,inconclusive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7525,144211078,73675,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.941,-68.4008,inactive,,0,inconclusive antagonist,,0,inactive,,0,SIGMA
7526,144211079,16181,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7527,144211080,162839,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-19.4607,inactive,,0,inactive,,0,inactive,,0,SIGMA
7528,144211081,91766,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,0,inactive,,0,inconclusive agonist,,3.67584,inactive,,0,SIGMA
7529,144211082,3081304,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Chemservice
7530,144211083,2723649,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,,0,SIGMA
7531,144211084,2513,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7532,144211085,12069,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7533,144211086,2871,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7534,144211087,8149,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7535,144211088,11402127,Active,49,,,active antagonist,active antagonist,27.5357,-84.3498,inactive,,0,inconclusive antagonist,43.6412,-128.372,inconclusive antagonist,,-36.7566,LightBiologicals
7536,144211089,8606,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,15.2347,-96.577,inconclusive antagonist,32.1985,-64.7563,active antagonist,13.578,-133.154,active antagonist,11.4244,-77.5302,Chemservice
7537,144211090,62781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7538,144211091,2319,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,0,inactive,,0,inconclusive antagonist,,0,inconclusive,,0,SIGMA
7539,144211092,6951,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
7540,144211093,178,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
7541,144211094,2314,Inconclusive,20,,,active agonist,active agonist,46.2271,82.1941,inactive,,0,inconclusive agonist,43.6412,114.867,inconclusive antagonist,,0,SIGMA
7542,144211095,31899,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,17.3739,65.0096,inactive,,0,inconclusive agonist,,0,inactive,,0,SIGMA
7543,144211096,39985,Inconclusive,5,,,inconclusive,active antagonist,8.06424,-41.4137,inactive,,0,inactive,,0,inactive,,0,SIGMA
7544,144211097,2126,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,24.5412,-80.1002,inconclusive antagonist,61.6448,-41.1208,active antagonist,54.941,-152.456,active antagonist,57.0904,-92.2727,SIGMA
